from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-05-03T17:30Z,4.3,0.0,38.2,3.6,4.3,11.4,0.0,4.6,33.5
2023-05-03T18:00Z,4.4,0.0,38.8,4.0,2.8,11.7,0.0,2.7,35.5
2023-05-03T18:30Z,4.4,0.0,39.6,3.6,3.1,11.7,0.0,1.1,36.6
2023-05-03T19:00Z,4.2,0.0,40.0,2.0,3.4,11.8,0.0,0.2,38.4
2023-05-03T19:30Z,4.2,0.0,39.9,1.5,2.1,11.9,0.0,0.2,40.2
2023-05-03T20:00Z,4.3,0.0,38.0,0.6,2.8,12.0,0.0,0.2,42.2
2023-05-03T20:30Z,4.4,0.0,34.3,0.7,3.1,12.4,0.0,0.0,45.1
2023-05-03T21:00Z,4.7,0.0,28.6,0.6,3.0,13.3,0.0,0.2,49.6
2023-05-03T21:30Z,4.4,0.0,16.8,0.6,8.0,14.7,0.0,0.0,55.6
2023-05-03T22:00Z,3.6,0.0,14.7,0.3,10.5,14.9,0.0,0.0,56.0
2023-05-03T22:30Z,3.6,0.0,15.1,0.2,10.2,15.1,0.0,0.0,55.7
2023-05-03T23:00Z,3.6,0.0,14.9,0.2,12.2,15.0,0.0,0.2,53.8
2023-05-03T23:30Z,3.8,0.0,15.3,0.2,9.8,15.7,0.0,0.0,55.3
2023-05-04T00:00Z,3.7,0.0,15.2,0.2,10.5,15.8,0.0,0.0,54.6
2023-05-04T00:30Z,3.6,0.0,14.8,0.2,11.6,15.5,0.0,0.0,54.3
2023-05-04T01:00Z,4.0,0.0,15.2,0.2,11.3,15.3,0.0,0.0,54.0
2023-05-04T01:30Z,4.4,0.0,15.6,0.2,10.8,15.2,0.0,0.0,53.8
2023-05-04T02:00Z,4.8,0.0,16.0,0.2,11.0,15.2,0.0,0.0,52.8
2023-05-04T02:30Z,5.2,0.0,19.9,0.2,6.7,15.2,0.0,0.0,52.7
2023-05-04T03:00Z,5.2,0.0,21.1,0.2,6.8,15.1,0.0,0.1,51.5
2023-05-04T03:30Z,5.1,0.0,23.3,0.3,5.5,14.9,0.0,0.0,50.9
2023-05-04T04:00Z,4.9,0.0,23.8,0.9,5.6,14.4,0.0,0.1,50.4
2023-05-04T04:30Z,4.9,0.0,21.5,1.0,7.9,14.4,0.0,0.1,50.1
2023-05-04T05:00Z,4.6,0.0,24.1,1.2,8.3,13.4,0.0,0.8,47.6
2023-05-04T05:30Z,4.3,0.0,20.4,1.1,13.2,12.6,0.0,2.0,46.5
2023-05-04T06:00Z,4.1,0.0,20.2,0.9,12.7,12.2,0.0,3.5,46.2
2023-05-04T06:30Z,4.0,0.0,19.9,0.9,11.6,11.8,0.0,5.3,46.5
2023-05-04T07:00Z,3.6,0.0,17.0,0.8,11.3,11.7,0.0,7.4,48.3
2023-05-04T07:30Z,3.1,0.0,16.8,0.8,9.5,11.6,0.0,9.2,48.9
2023-05-04T08:00Z,3.1,0.0,13.7,0.6,9.2,11.6,0.0,11.5,50.3
2023-05-04T08:30Z,3.2,0.0,13.1,0.5,5.9,11.8,0.0,13.6,51.9
2023-05-04T09:00Z,3.0,0.0,11.5,0.3,5.7,11.8,0.0,15.5,52.1
2023-05-04T09:30Z,2.6,0.0,9.6,0.2,6.5,11.7,0.0,17.4,52.0
2023-05-04T10:00Z,2.4,0.0,9.5,0.1,6.5,11.4,0.0,17.9,52.2
2023-05-04T10:30Z,2.4,0.0,10.0,0.1,7.1,11.2,0.0,18.1,51.0
2023-05-04T11:00Z,2.4,0.0,11.0,0.1,7.2,11.2,0.0,17.3,50.7
2023-05-04T11:30Z,2.4,0.0,10.7,0.1,7.3,11.3,0.0,17.2,51.0
2023-05-04T12:00Z,2.5,0.0,11.2,0.5,7.2,11.3,0.0,16.6,50.8
2023-05-04T12:30Z,2.8,0.0,13.7,0.4,4.0,11.5,0.0,16.2,51.4
2023-05-04T13:00Z,2.9,0.0,13.9,0.5,4.0,11.6,0.0,15.7,51.5
2023-05-04T13:30Z,2.9,0.0,14.4,0.3,4.7,11.7,0.0,14.1,52.0
2023-05-04T14:00Z,2.9,0.0,14.8,0.3,4.8,11.6,0.0,12.7,52.8
2023-05-04T14:30Z,3.4,0.0,15.7,0.3,5.6,11.7,0.0,11.1,52.2
2023-05-04T15:00Z,3.8,0.0,19.6,0.5,5.5,11.8,0.0,10.0,48.8
2023-05-04T15:30Z,3.6,0.0,24.5,0.6,5.1,11.2,0.0,7.8,47.1
2023-05-04T16:00Z,3.6,0.0,24.5,0.8,5.1,11.2,0.0,7.8,47.0
2023-05-04T16:30Z,3.7,0.0,27.4,1.0,4.1,11.0,0.0,6.4,46.6
2023-05-04T17:00Z,3.8,0.0,28.4,1.2,3.9,11.1,0.0,5.2,46.4
