from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-04-15T23:30Z,8.8,0.0,41.6,0.5,8.3,19.9,0.0,0.0,20.8
2023-04-16T00:00Z,8.8,0.0,42.6,0.5,7.6,19.8,0.0,0.0,20.6
2023-04-16T00:30Z,8.9,0.0,42.4,0.5,6.7,20.1,0.0,0.0,21.4
2023-04-16T01:00Z,9.0,0.0,41.4,0.5,6.5,20.4,0.0,0.1,21.9
2023-04-16T01:30Z,9.1,0.0,42.0,0.5,5.7,20.5,0.0,0.0,22.2
2023-04-16T02:00Z,9.2,0.0,41.3,0.6,5.9,20.8,0.0,0.1,22.1
2023-04-16T02:30Z,9.3,0.0,40.7,0.6,5.9,20.9,0.0,0.0,22.6
2023-04-16T03:00Z,9.5,0.0,39.9,0.6,6.0,21.1,0.0,0.0,22.8
2023-04-16T03:30Z,9.5,0.0,40.1,0.8,5.5,21.2,0.0,0.0,22.8
2023-04-16T04:00Z,9.4,0.0,39.9,0.9,5.7,21.2,0.0,0.0,22.9
2023-04-16T04:30Z,9.2,0.0,39.3,1.0,7.8,20.7,0.0,0.0,22.0
2023-04-16T05:00Z,9.1,0.0,40.2,1.2,7.9,20.4,0.0,0.0,21.2
2023-04-16T05:30Z,8.9,0.0,41.1,1.4,8.1,19.9,0.0,0.5,20.0
2023-04-16T06:00Z,8.6,0.0,41.4,1.7,9.3,19.2,0.0,1.4,18.5
2023-04-16T06:30Z,8.2,0.0,39.1,2.0,12.2,18.4,0.0,2.7,17.4
2023-04-16T07:00Z,7.9,0.0,39.4,2.5,12.1,17.8,0.0,4.1,16.2
2023-04-16T07:30Z,7.7,0.0,37.6,2.7,14.7,17.1,0.0,5.6,14.5
2023-04-16T08:00Z,7.4,0.0,38.3,2.7,14.4,16.7,0.0,7.5,12.9
2023-04-16T08:30Z,7.4,0.0,37.9,2.6,14.3,16.4,0.0,9.3,12.0
2023-04-16T09:00Z,7.3,0.0,37.4,2.1,14.3,16.2,0.0,10.7,12.0
2023-04-16T09:30Z,7.2,0.0,33.7,1.5,17.9,15.9,0.0,11.6,12.3
2023-04-16T10:00Z,7.1,0.0,33.5,1.3,18.1,15.8,0.0,12.2,12.0
2023-04-16T10:30Z,7.0,0.0,35.1,1.1,17.7,15.6,0.0,12.7,10.9
2023-04-16T11:00Z,7.0,0.0,35.9,0.9,17.6,15.5,0.0,13.1,9.9
2023-04-16T11:30Z,7.1,0.0,37.0,1.0,16.1,15.8,0.0,13.3,9.7
2023-04-16T12:00Z,7.2,0.0,36.4,1.5,16.2,15.9,0.0,13.5,9.3
2023-04-16T12:30Z,7.2,0.0,35.9,1.7,17.4,15.9,0.0,13.1,8.7
2023-04-16T13:00Z,7.2,0.0,37.3,1.7,17.3,15.8,0.0,12.4,8.3
2023-04-16T13:30Z,7.2,0.0,40.5,1.4,15.2,15.9,0.0,11.6,8.3
2023-04-16T14:00Z,7.0,0.0,42.5,1.6,14.8,15.5,0.0,10.7,7.7
2023-04-16T14:30Z,6.9,0.0,45.4,1.5,13.7,15.4,0.0,9.6,7.5
2023-04-16T15:00Z,6.7,0.0,47.8,1.9,13.2,14.9,0.0,8.3,7.2
2023-04-16T15:30Z,6.7,0.0,48.0,3.2,13.4,14.7,0.0,7.0,7.1
2023-04-16T16:00Z,6.6,0.0,48.3,4.9,13.3,14.6,0.0,5.4,6.8
2023-04-16T16:30Z,6.8,0.0,50.4,5.8,10.9,15.0,0.0,4.1,7.0
2023-04-16T17:00Z,6.9,0.0,51.4,5.4,11.0,15.2,0.0,2.9,7.1
2023-04-16T17:30Z,7.0,0.0,51.5,5.2,12.1,15.3,0.0,1.7,7.2
2023-04-16T18:00Z,7.1,0.0,52.2,5.0,12.4,15.5,0.0,0.7,7.1
2023-04-16T18:30Z,7.1,0.0,52.8,4.4,13.2,15.6,0.0,0.1,6.8
2023-04-16T19:00Z,7.2,0.0,52.6,4.5,13.2,15.7,0.0,0.1,6.8
2023-04-16T19:30Z,7.5,0.0,55.4,4.1,9.7,16.4,0.0,0.1,6.9
2023-04-16T20:00Z,7.6,0.0,55.9,3.3,9.6,16.6,0.0,0.1,6.8
2023-04-16T20:30Z,8.0,0.0,58.4,2.5,7.1,17.5,0.0,0.0,6.6
2023-04-16T21:00Z,8.2,0.0,58.3,2.0,6.9,18.0,0.0,0.1,6.6
2023-04-16T21:30Z,8.3,0.0,59.4,1.8,5.7,18.3,0.0,0.0,6.3
2023-04-16T22:00Z,8.4,0.0,59.5,1.6,5.7,18.5,0.0,0.0,6.3
2023-04-16T22:30Z,8.8,0.0,58.1,1.2,5.5,19.9,0.0,0.0,6.5
2023-04-16T23:00Z,9.1,0.0,57.6,0.9,4.8,20.9,0.0,0.0,6.7
