from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-07-27T09:00Z,6.3,0.9,36.5,1.1,14.7,8.2,0.0,8.7,23.6
2023-07-27T09:30Z,6.3,1.2,36.1,1.0,13.7,8.2,0.0,9.5,23.9
2023-07-27T10:00Z,5.9,1.2,34.5,0.9,17.0,7.8,0.0,9.9,22.8
2023-07-27T10:30Z,5.8,0.9,35.0,0.8,15.6,7.9,0.0,11.0,23.0
2023-07-27T11:00Z,5.7,0.9,35.1,0.7,15.1,7.8,0.0,11.9,22.9
2023-07-27T11:30Z,5.8,0.7,35.3,0.5,15.1,7.9,0.0,12.5,22.2
2023-07-27T12:00Z,5.8,0.5,35.4,0.7,15.1,7.9,0.0,12.9,21.6
2023-07-27T12:30Z,6.0,0.9,35.7,1.0,14.2,8.0,0.0,13.0,21.2
2023-07-27T13:00Z,5.9,1.1,34.9,1.3,15.0,8.1,0.0,12.8,21.0
2023-07-27T13:30Z,6.0,0.9,34.6,1.1,15.3,8.2,0.0,12.6,21.3
2023-07-27T14:00Z,6.1,0.7,36.0,1.0,14.6,8.3,0.0,12.2,21.1
2023-07-27T14:30Z,6.2,0.5,36.2,0.9,15.2,8.4,0.0,11.6,20.9
2023-07-27T15:00Z,6.2,0.8,37.7,1.2,15.0,8.4,0.0,10.8,20.0
2023-07-27T15:30Z,6.1,0.9,38.7,1.4,15.7,8.3,0.0,9.7,19.2
2023-07-27T16:00Z,6.1,1.1,39.4,1.9,16.2,8.3,0.0,8.1,18.9
2023-07-27T16:30Z,6.2,1.3,39.4,2.3,16.3,8.4,0.0,6.8,19.2
2023-07-27T17:00Z,6.4,1.3,40.3,2.8,14.9,8.6,0.0,5.8,19.8
2023-07-27T17:30Z,6.5,1.3,41.5,2.7,14.4,8.8,0.0,4.4,20.3
2023-07-27T18:00Z,6.6,1.2,42.4,2.1,15.3,8.9,0.0,2.9,20.6
2023-07-27T18:30Z,7.0,1.0,44.5,1.9,12.7,9.4,0.0,1.7,21.7
2023-07-27T19:00Z,7.0,1.0,43.9,2.1,14.5,9.4,0.0,0.7,21.4
2023-07-27T19:30Z,7.0,1.1,46.4,2.1,12.8,9.4,0.0,0.1,21.1
2023-07-27T20:00Z,7.2,1.0,46.9,1.7,12.6,9.8,0.0,0.1,20.7
2023-07-27T20:30Z,7.2,0.7,46.9,1.1,13.9,9.7,0.0,0.1,20.3
2023-07-27T21:00Z,7.4,0.4,46.7,0.9,14.0,9.9,0.0,0.1,20.6
2023-07-27T21:30Z,7.8,0.0,49.7,0.8,10.7,10.3,0.0,0.0,20.6
2023-07-27T22:00Z,8.4,0.0,48.1,0.6,11.0,10.9,0.0,0.1,21.0
2023-07-27T22:30Z,8.6,0.0,50.5,0.5,9.1,11.2,0.0,0.0,20.0
2023-07-27T23:00Z,8.6,0.0,51.8,0.5,9.1,11.5,0.0,0.1,18.4
2023-07-27T23:30Z,8.9,0.0,54.1,0.4,7.6,11.8,0.0,0.0,17.2
2023-07-28T00:00Z,8.6,0.0,55.6,0.4,7.5,11.9,0.0,0.0,16.0
2023-07-28T00:30Z,8.6,0.0,56.1,0.4,7.4,11.9,0.0,0.0,15.6
2023-07-28T01:00Z,8.7,0.0,57.0,0.4,6.5,12.1,0.0,0.0,15.3
2023-07-28T01:30Z,8.8,0.0,56.7,0.5,6.4,12.2,0.0,0.0,15.4
2023-07-28T02:00Z,8.9,0.0,56.7,0.5,6.5,12.4,0.0,0.0,15.1
2023-07-28T02:30Z,8.7,0.0,56.0,0.4,8.1,12.1,0.0,0.0,14.7
2023-07-28T03:00Z,8.9,0.1,54.3,0.5,8.4,12.3,0.0,0.1,15.3
2023-07-28T03:30Z,8.8,0.3,53.3,0.6,9.3,12.2,0.0,0.0,15.4
2023-07-28T04:00Z,8.7,0.6,53.8,0.8,9.4,12.0,0.0,0.1,14.5
2023-07-28T04:30Z,8.4,0.4,53.3,1.2,11.4,11.6,0.0,0.1,13.5
2023-07-28T05:00Z,8.0,0.6,54.6,1.4,11.2,11.1,0.0,0.9,12.2
2023-07-28T05:30Z,7.5,0.8,50.2,1.8,17.1,10.4,0.0,1.9,10.4
2023-07-28T06:00Z,7.4,0.9,50.5,1.9,16.9,10.1,0.0,3.1,9.2
2023-07-28T06:30Z,7.1,0.7,49.0,2.2,19.1,9.6,0.0,4.4,8.0
2023-07-28T07:00Z,6.9,0.3,48.5,2.4,19.0,9.5,0.0,5.9,7.5
2023-07-28T07:30Z,6.8,0.0,46.0,2.4,21.2,9.2,0.0,7.3,7.0
2023-07-28T08:00Z,6.7,0.0,45.5,2.0,21.0,9.1,0.0,8.1,7.6
2023-07-28T08:30Z,6.7,0.0,45.6,1.7,21.1,9.1,0.0,8.2,7.6
