from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-09-11T01:00Z,5.8,0.0,36.9,0.1,5.9,21.9,0.0,0.0,29.3
2023-09-11T01:30Z,5.8,0.0,35.2,0.1,5.9,22.0,0.0,0.0,30.9
2023-09-11T02:00Z,5.8,0.0,35.7,0.2,5.9,21.9,0.0,0.0,30.4
2023-09-11T02:30Z,5.7,0.0,37.0,0.2,5.8,21.4,0.0,0.0,29.9
2023-09-11T03:00Z,5.6,0.0,38.7,0.2,5.7,21.2,0.0,0.1,28.4
2023-09-11T03:30Z,5.4,0.4,41.0,0.2,5.5,20.4,0.0,0.0,27.2
2023-09-11T04:00Z,5.2,1.0,42.3,0.2,5.2,19.4,0.0,0.1,26.6
2023-09-11T04:30Z,4.9,1.7,45.7,0.3,4.9,18.1,0.0,0.0,24.4
2023-09-11T05:00Z,4.6,2.4,48.0,0.4,4.6,17.2,0.0,0.0,22.8
2023-09-11T05:30Z,4.5,2.8,48.9,0.6,4.5,16.8,0.0,0.0,22.0
2023-09-11T06:00Z,4.3,2.8,48.7,0.7,4.4,16.4,0.0,0.6,22.0
2023-09-11T06:30Z,4.4,2.9,46.6,0.8,5.0,16.6,0.0,1.8,22.0
2023-09-11T07:00Z,4.4,2.5,46.7,0.7,5.0,16.4,0.0,3.6,20.8
2023-09-11T07:30Z,4.3,2.3,46.6,0.5,6.1,16.1,0.0,5.3,18.8
2023-09-11T08:00Z,4.2,2.4,46.4,0.3,6.1,15.8,0.0,7.4,17.4
2023-09-11T08:30Z,4.2,2.3,45.2,0.3,6.2,15.7,0.0,9.5,16.6
2023-09-11T09:00Z,4.2,2.0,45.1,0.4,6.2,15.5,0.0,10.9,15.8
2023-09-11T09:30Z,4.1,1.9,42.8,0.3,8.2,15.3,0.0,12.1,15.2
2023-09-11T10:00Z,4.1,1.7,42.8,0.2,8.3,15.1,0.0,13.0,14.8
2023-09-11T10:30Z,4.0,1.4,42.8,0.3,8.8,15.0,0.0,13.3,14.3
2023-09-11T11:00Z,3.8,1.3,42.5,0.2,9.6,14.8,0.0,13.8,14.0
2023-09-11T11:30Z,4.0,1.4,43.0,0.2,8.8,14.8,0.0,13.5,14.4
2023-09-11T12:00Z,4.0,1.8,43.8,0.2,8.9,14.9,0.0,13.2,13.2
2023-09-11T12:30Z,4.0,2.3,44.6,0.1,7.9,15.0,0.0,13.2,12.8
2023-09-11T13:00Z,4.1,2.5,45.0,0.2,7.6,15.1,0.0,12.6,12.8
2023-09-11T13:30Z,4.1,2.5,46.5,0.3,6.0,15.4,0.0,12.2,13.0
2023-09-11T14:00Z,4.1,2.5,48.6,0.5,6.0,15.3,0.0,10.7,12.2
2023-09-11T14:30Z,4.1,2.6,51.4,0.9,5.2,15.2,0.0,9.2,11.4
2023-09-11T15:00Z,4.1,2.6,52.0,2.0,5.2,15.1,0.0,7.8,11.2
2023-09-11T15:30Z,4.0,2.5,52.3,3.1,6.4,15.0,0.0,6.3,10.5
2023-09-11T16:00Z,4.1,2.4,52.9,3.7,6.4,15.0,0.0,4.8,10.8
2023-09-11T16:30Z,4.1,2.4,53.8,4.1,6.7,15.2,0.0,3.2,10.4
2023-09-11T17:00Z,4.2,2.5,55.0,4.0,6.8,15.4,0.0,1.9,10.3
2023-09-11T17:30Z,4.4,2.7,56.4,3.3,7.1,15.7,0.0,0.9,9.5
2023-09-11T18:00Z,4.5,2.7,57.6,2.5,7.3,16.1,0.0,0.1,9.2
2023-09-11T18:30Z,4.6,2.6,57.4,1.7,8.2,16.2,0.0,0.1,9.1
2023-09-11T19:00Z,4.9,2.6,57.2,1.2,7.7,16.4,0.0,0.1,9.8
2023-09-11T19:30Z,5.0,2.5,58.3,1.1,6.1,16.9,0.0,0.0,10.2
2023-09-11T20:00Z,5.2,1.9,58.5,0.7,6.1,17.3,0.0,0.1,10.3
2023-09-11T20:30Z,5.4,1.3,59.7,0.6,5.0,17.9,0.0,0.0,10.2
2023-09-11T21:00Z,5.6,1.1,58.8,0.5,5.0,18.5,0.0,0.1,10.4
2023-09-11T21:30Z,5.8,0.9,57.5,0.3,5.2,19.2,0.0,0.0,11.2
2023-09-11T22:00Z,6.0,0.8,55.8,0.2,5.4,20.1,0.0,0.0,11.6
2023-09-11T22:30Z,6.1,0.6,56.5,0.2,5.4,20.2,0.0,0.0,11.1
2023-09-11T23:00Z,6.1,0.6,55.6,0.2,5.4,20.2,0.0,0.0,11.9
2023-09-11T23:30Z,6.1,0.6,55.0,0.2,5.5,20.2,0.0,0.0,12.4
2023-09-12T00:00Z,6.1,0.9,54.8,0.2,5.5,20.3,0.0,0.0,12.1
2023-09-12T00:30Z,6.1,0.9,54.9,0.2,5.5,20.2,0.0,0.0,12.1
