from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-07-03T19:30Z,4.6,0.0,21.8,1.5,8.4,19.2,0.0,0.7,43.9
2023-07-03T20:00Z,4.6,0.0,20.8,1.5,8.4,19.4,0.0,0.1,45.3
2023-07-03T20:30Z,4.7,0.0,18.9,1.3,7.8,19.7,0.0,0.1,47.5
2023-07-03T21:00Z,4.9,0.0,15.5,0.8,7.9,20.2,0.0,0.1,50.7
2023-07-03T21:30Z,4.9,0.0,15.5,0.5,6.0,20.6,0.0,0.0,52.6
2023-07-03T22:00Z,4.1,0.0,14.0,0.3,5.9,21.1,0.0,0.1,54.5
2023-07-03T22:30Z,4.5,0.0,14.7,0.2,3.9,21.3,0.0,0.0,55.4
2023-07-03T23:00Z,4.4,0.0,14.1,0.2,3.7,21.6,0.0,0.0,56.0
2023-07-03T23:30Z,4.5,0.0,14.1,0.2,3.1,21.5,0.0,0.0,56.6
2023-07-04T00:00Z,4.4,0.0,13.9,0.2,2.9,21.6,0.0,0.3,56.7
2023-07-04T00:30Z,4.5,0.0,14.4,0.2,0.4,22.2,0.0,0.0,58.2
2023-07-04T01:00Z,4.0,0.0,14.8,0.2,0.5,22.5,0.0,0.0,58.0
2023-07-04T01:30Z,3.7,0.0,14.7,0.2,2.1,22.4,0.0,0.0,56.9
2023-07-04T02:00Z,3.7,0.0,14.9,0.2,2.3,22.6,0.0,0.0,56.3
2023-07-04T02:30Z,4.0,0.0,15.0,0.2,3.6,22.2,0.0,0.0,54.9
2023-07-04T03:00Z,4.1,0.0,15.0,0.3,3.9,22.2,0.0,0.1,54.4
2023-07-04T03:30Z,3.5,0.0,16.3,0.7,5.4,22.0,0.0,0.1,52.0
2023-07-04T04:00Z,3.8,0.0,18.3,0.9,5.5,21.7,0.0,0.1,49.6
2023-07-04T04:30Z,4.5,0.0,20.2,1.1,5.5,21.0,0.0,0.6,47.0
2023-07-04T05:00Z,4.8,0.0,24.2,1.1,5.2,19.8,0.0,1.4,43.5
2023-07-04T05:30Z,4.6,0.0,25.8,1.1,7.2,19.1,0.0,2.4,39.8
2023-07-04T06:00Z,4.5,0.0,27.2,1.3,7.5,18.8,0.0,3.8,36.9
2023-07-04T06:30Z,4.3,0.0,23.2,1.1,13.6,18.2,0.0,5.1,34.4
2023-07-04T07:00Z,4.3,0.0,25.5,0.9,12.9,18.1,0.0,6.6,31.7
2023-07-04T07:30Z,4.2,0.0,25.1,0.6,15.3,17.6,0.0,8.2,29.0
2023-07-04T08:00Z,4.1,0.0,24.3,0.5,16.6,17.2,0.0,9.6,27.8
2023-07-04T08:30Z,4.0,0.0,23.6,1.0,17.3,16.8,0.0,10.7,26.6
2023-07-04T09:00Z,4.0,0.0,24.2,1.2,17.4,16.9,0.0,11.3,25.1
2023-07-04T09:30Z,3.8,0.0,24.0,1.1,19.3,16.7,0.0,11.7,23.4
2023-07-04T10:00Z,3.8,0.0,24.3,1.1,19.6,16.8,0.0,12.1,22.4
2023-07-04T10:30Z,3.8,0.0,24.7,0.9,20.3,16.9,0.0,12.1,21.2
2023-07-04T11:00Z,3.9,0.0,26.1,0.8,20.6,17.1,0.0,12.1,19.4
2023-07-04T11:30Z,3.9,0.0,26.5,0.8,20.7,17.1,0.0,12.0,19.0
2023-07-04T12:00Z,3.9,0.0,27.1,0.7,20.7,17.1,0.0,11.6,19.0
2023-07-04T12:30Z,3.9,0.0,27.5,0.8,20.6,17.0,0.0,11.0,19.1
2023-07-04T13:00Z,4.0,0.0,29.2,0.5,20.6,17.0,0.0,10.5,18.3
2023-07-04T13:30Z,4.0,0.0,30.4,0.3,20.1,17.0,0.0,10.6,17.6
2023-07-04T14:00Z,3.9,0.1,31.6,0.3,19.7,16.6,0.0,9.5,18.3
2023-07-04T14:30Z,3.9,0.5,34.1,0.2,18.3,16.6,0.0,8.4,17.9
2023-07-04T15:00Z,4.0,0.6,35.0,0.3,18.2,16.6,0.0,7.6,17.6
2023-07-04T15:30Z,4.0,1.0,36.5,0.5,17.7,16.7,0.0,6.8,16.8
2023-07-04T16:00Z,4.0,1.3,38.0,1.0,17.6,16.9,0.0,5.9,15.4
2023-07-04T16:30Z,4.2,1.5,41.2,1.6,14.0,17.7,0.0,5.2,14.7
2023-07-04T17:00Z,4.2,1.5,41.6,2.2,14.1,17.8,0.0,4.3,14.4
2023-07-04T17:30Z,4.3,1.5,41.3,2.4,15.1,18.1,0.0,3.5,13.9
2023-07-04T18:00Z,4.4,1.4,42.0,2.5,15.2,18.3,0.0,2.7,13.5
2023-07-04T18:30Z,4.4,1.4,42.1,2.3,15.3,18.2,0.0,2.7,13.6
2023-07-04T19:00Z,4.6,1.5,44.6,2.2,13.8,18.4,0.0,2.0,12.9
