from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-09-30T04:30Z,6.7,1.4,38.9,4.0,15.1,21.7,0.0,0.0,12.2
2023-09-30T05:00Z,6.2,2.3,40.3,4.4,14.7,20.9,0.0,0.1,11.1
2023-09-30T05:30Z,5.9,3.5,38.6,5.4,15.3,20.7,0.0,0.0,10.5
2023-09-30T06:00Z,5.6,4.0,39.4,5.5,15.4,20.8,0.0,0.1,9.4
2023-09-30T06:30Z,5.4,3.4,40.8,5.0,15.9,19.6,0.0,1.7,8.1
2023-09-30T07:00Z,5.3,3.1,38.6,4.8,17.9,18.5,0.0,4.1,7.7
2023-09-30T07:30Z,5.4,3.1,37.7,4.4,17.4,18.0,0.0,6.7,7.2
2023-09-30T08:00Z,5.5,3.2,37.2,4.2,16.9,17.5,0.0,8.7,6.9
2023-09-30T08:30Z,5.6,3.3,36.1,4.0,16.9,17.2,0.0,10.7,6.2
2023-09-30T09:00Z,5.6,3.1,35.5,3.6,16.9,17.0,0.0,12.4,5.9
2023-09-30T09:30Z,5.7,3.0,35.3,3.3,16.5,16.8,0.0,12.7,6.6
2023-09-30T10:00Z,5.7,3.3,33.5,3.2,16.8,16.7,0.0,13.1,7.7
2023-09-30T10:30Z,5.7,3.4,32.5,3.1,16.7,16.6,0.0,13.2,8.7
2023-09-30T11:00Z,5.7,3.2,31.7,2.9,16.6,16.6,0.0,13.2,10.1
2023-09-30T11:30Z,5.7,3.2,31.7,2.8,16.6,16.6,0.0,12.2,11.2
2023-09-30T12:00Z,5.7,3.1,31.6,2.8,16.6,16.6,0.0,11.3,12.4
2023-09-30T12:30Z,5.7,2.4,31.2,2.7,17.1,16.6,0.0,10.5,13.9
2023-09-30T13:00Z,5.7,2.0,31.5,2.8,16.3,16.6,0.0,9.5,15.6
2023-09-30T13:30Z,5.7,2.1,32.9,2.8,13.6,16.7,0.0,8.3,17.7
2023-09-30T14:00Z,5.7,2.8,33.4,3.4,13.5,16.5,0.0,6.9,17.9
2023-09-30T14:30Z,5.5,3.3,35.4,3.8,11.8,16.1,0.0,5.5,18.6
2023-09-30T15:00Z,5.3,3.3,33.9,4.9,11.3,15.4,0.0,4.0,22.0
2023-09-30T15:30Z,5.2,3.0,34.3,5.9,9.8,15.1,0.0,2.6,24.0
2023-09-30T16:00Z,4.9,2.8,34.9,5.7,9.5,14.8,0.0,1.6,25.7
2023-09-30T16:30Z,4.9,2.8,35.1,5.7,8.0,14.8,0.0,0.8,28.0
2023-09-30T17:00Z,4.7,3.0,34.8,5.6,7.4,14.8,0.0,0.1,29.6
2023-09-30T17:30Z,4.9,3.0,33.7,5.5,6.2,14.6,0.0,0.1,31.9
2023-09-30T18:00Z,4.6,3.0,33.1,5.3,5.6,14.6,0.0,0.1,33.6
2023-09-30T18:30Z,3.9,3.0,34.4,4.3,5.3,14.7,0.0,0.0,34.4
2023-09-30T19:00Z,3.5,2.8,33.7,3.5,4.9,14.8,0.0,0.1,36.7
2023-09-30T19:30Z,3.4,2.0,33.2,3.1,5.2,15.0,0.0,0.0,38.1
2023-09-30T20:00Z,3.6,0.7,31.4,2.8,5.3,15.5,0.0,0.0,40.7
2023-09-30T20:30Z,3.5,0.5,28.3,2.8,5.6,15.8,0.0,0.0,43.5
2023-09-30T21:00Z,3.3,0.0,25.2,2.5,5.5,16.7,0.0,0.2,46.5
2023-09-30T21:30Z,3.5,0.0,18.4,2.4,6.1,18.6,0.0,0.0,50.9
2023-09-30T22:00Z,3.6,0.0,17.3,2.3,5.9,18.8,0.0,0.2,51.9
2023-09-30T22:30Z,3.5,0.0,16.2,2.3,6.2,18.4,0.0,0.0,53.4
2023-09-30T23:00Z,3.5,0.0,15.8,2.3,6.1,17.6,0.0,0.0,54.7
2023-09-30T23:30Z,3.6,0.0,16.5,2.1,5.9,18.0,0.0,0.0,54.0
2023-10-01T00:00Z,3.4,0.0,15.1,2.3,6.6,20.5,0.0,0.0,52.1
2023-10-01T00:30Z,3.6,0.0,16.4,1.9,5.9,18.6,0.0,0.0,53.5
2023-10-01T01:00Z,3.6,0.0,16.3,1.9,5.8,18.7,0.0,0.0,53.6
2023-10-01T01:30Z,3.8,0.0,16.8,2.0,5.0,19.3,0.0,0.0,53.1
2023-10-01T02:00Z,3.8,0.0,17.0,2.0,5.0,20.1,0.0,0.2,51.9
2023-10-01T02:30Z,3.8,0.0,17.1,1.8,5.3,19.9,0.0,0.0,52.1
2023-10-01T03:00Z,3.8,0.0,17.1,1.7,5.4,20.0,0.0,0.2,51.8
2023-10-01T03:30Z,3.8,0.0,17.2,1.6,5.4,20.2,0.0,0.0,51.9
2023-10-01T04:00Z,3.3,0.0,17.2,1.6,5.5,20.5,0.0,0.0,51.9
