from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-05-19T09:00Z,0.7,0.0,44.0,1.9,20.1,12.9,0.0,13.9,6.6
2023-05-19T09:30Z,0.7,0.0,43.0,1.7,19.8,12.7,0.0,15.3,6.8
2023-05-19T10:00Z,0.7,0.0,42.4,1.6,19.6,12.5,0.0,16.4,6.8
2023-05-19T10:30Z,0.7,0.0,42.8,1.1,19.3,12.4,0.0,17.0,6.8
2023-05-19T11:00Z,0.7,0.0,42.8,0.4,19.3,12.4,0.0,17.6,6.9
2023-05-19T11:30Z,0.7,0.0,42.4,0.3,19.4,12.5,0.0,17.5,7.2
2023-05-19T12:00Z,0.8,0.0,41.6,0.1,19.7,12.7,0.0,17.6,7.6
2023-05-19T12:30Z,0.8,0.0,41.1,0.1,19.7,12.7,0.0,17.6,7.9
2023-05-19T13:00Z,0.8,0.0,40.1,0.1,19.9,12.9,0.0,17.6,8.5
2023-05-19T13:30Z,0.8,0.0,40.0,0.1,18.9,13.1,0.0,17.9,9.2
2023-05-19T14:00Z,0.8,0.0,40.8,0.1,18.6,12.9,0.0,16.9,9.8
2023-05-19T14:30Z,0.8,0.0,40.4,0.2,19.5,12.8,0.0,15.9,10.4
2023-05-19T15:00Z,0.8,0.0,40.9,0.3,19.6,12.8,0.0,14.6,11.0
2023-05-19T15:30Z,0.8,0.0,41.6,0.4,19.7,12.8,0.0,12.8,11.9
2023-05-19T16:00Z,0.8,0.0,41.7,1.0,19.7,12.8,0.0,10.9,13.1
2023-05-19T16:30Z,0.8,0.0,41.6,1.2,20.3,13.1,0.0,9.0,14.1
2023-05-19T17:00Z,0.8,0.0,42.6,1.4,20.3,13.1,0.0,7.1,14.7
2023-05-19T17:30Z,0.8,0.0,44.5,1.4,19.1,13.3,0.0,5.1,15.7
2023-05-19T18:00Z,0.8,0.0,44.4,1.3,19.7,13.7,0.0,3.2,17.0
2023-05-19T18:30Z,0.8,0.0,44.5,1.3,19.7,13.8,0.0,1.7,18.2
2023-05-19T19:00Z,0.8,0.0,44.4,1.3,20.1,14.2,0.0,0.5,18.7
2023-05-19T19:30Z,0.9,0.0,43.9,1.3,20.3,14.6,0.0,0.0,19.0
2023-05-19T20:00Z,0.9,0.0,43.7,0.9,20.6,15.0,0.0,0.0,18.8
2023-05-19T20:30Z,0.9,0.0,42.8,0.9,20.7,15.5,0.0,0.0,19.2
2023-05-19T21:00Z,1.0,0.0,39.8,0.6,21.9,16.6,0.0,0.1,20.0
2023-05-19T21:30Z,1.0,0.0,33.9,0.6,26.4,17.7,0.0,0.0,20.4
2023-05-19T22:00Z,1.1,0.0,31.2,0.3,28.0,19.0,0.0,0.1,20.2
2023-05-19T22:30Z,1.2,0.0,29.0,0.5,29.6,20.1,0.0,0.0,19.5
2023-05-19T23:00Z,1.2,0.0,27.9,1.0,29.8,21.4,0.0,0.1,18.7
2023-05-19T23:30Z,1.2,0.0,28.6,0.9,30.8,21.3,0.0,0.0,17.2
2023-05-20T00:00Z,1.2,0.0,29.5,0.6,30.5,21.4,0.0,0.0,16.9
2023-05-20T00:30Z,1.2,0.0,31.6,0.5,27.2,21.7,0.0,0.0,17.9
2023-05-20T01:00Z,1.2,0.0,30.5,0.2,27.3,22.1,0.0,0.0,18.7
2023-05-20T01:30Z,1.2,0.0,30.1,0.2,26.3,22.3,0.0,0.0,19.9
2023-05-20T02:00Z,1.2,0.0,28.9,0.2,26.4,22.7,0.0,0.0,20.6
2023-05-20T02:30Z,1.2,0.0,29.2,0.2,24.9,23.0,0.0,0.0,21.5
2023-05-20T03:00Z,1.2,0.0,28.7,0.4,24.7,23.2,0.0,0.0,21.8
2023-05-20T03:30Z,1.2,0.0,26.4,0.4,25.3,23.7,0.0,0.0,22.9
2023-05-20T04:00Z,1.2,0.0,25.8,0.6,26.1,23.1,0.0,0.0,23.1
2023-05-20T04:30Z,1.2,0.0,26.9,0.6,25.0,22.7,0.0,0.8,22.9
2023-05-20T05:00Z,1.1,0.0,27.2,0.8,25.4,21.4,0.0,2.4,21.7
2023-05-20T05:30Z,1.0,0.0,28.6,0.8,24.2,20.3,0.0,4.2,20.8
2023-05-20T06:00Z,1.0,0.0,26.3,0.9,23.9,19.8,0.0,6.7,21.3
2023-05-20T06:30Z,1.0,0.0,26.4,1.0,23.9,19.7,0.0,6.7,21.3
2023-05-20T07:00Z,1.1,0.0,26.2,1.0,23.6,18.6,0.0,8.8,20.8
2023-05-20T07:30Z,1.1,0.0,25.8,0.9,22.9,17.7,0.0,11.2,20.3
2023-05-20T08:00Z,1.0,0.0,25.4,0.8,22.4,16.8,0.0,13.8,19.9
2023-05-20T08:30Z,0.6,0.0,24.3,0.6,22.4,16.0,0.0,16.4,19.6
