from,biomass,coal,gas,hydro,imports,nuclear,other,solar,wind
2023-07-04T03:30Z,3.5,0.0,16.3,0.7,5.4,22.0,0.0,0.1,52.0
2023-07-04T04:00Z,3.8,0.0,18.3,0.9,5.5,21.7,0.0,0.1,49.6
2023-07-04T04:30Z,4.5,0.0,20.2,1.1,5.5,21.0,0.0,0.6,47.0
2023-07-04T05:00Z,4.8,0.0,24.2,1.1,5.2,19.8,0.0,1.4,43.5
2023-07-04T05:30Z,4.6,0.0,25.8,1.1,7.2,19.1,0.0,2.4,39.8
2023-07-04T06:00Z,4.5,0.0,27.2,1.3,7.5,18.8,0.0,3.8,36.9
2023-07-04T06:30Z,4.3,0.0,23.2,1.1,13.6,18.2,0.0,5.1,34.4
2023-07-04T07:00Z,4.3,0.0,25.5,0.9,12.9,18.1,0.0,6.6,31.7
2023-07-04T07:30Z,4.2,0.0,25.1,0.6,15.3,17.6,0.0,8.2,29.0
2023-07-04T08:00Z,4.1,0.0,24.3,0.5,16.6,17.2,0.0,9.6,27.8
2023-07-04T08:30Z,4.0,0.0,23.6,1.0,17.3,16.8,0.0,10.7,26.6
2023-07-04T09:00Z,4.0,0.0,24.2,1.2,17.4,16.9,0.0,11.3,25.1
2023-07-04T09:30Z,3.8,0.0,24.0,1.1,19.3,16.7,0.0,11.7,23.4
2023-07-04T10:00Z,3.8,0.0,24.3,1.1,19.6,16.8,0.0,12.1,22.4
2023-07-04T10:30Z,3.8,0.0,24.7,0.9,20.3,16.9,0.0,12.1,21.2
2023-07-04T11:00Z,3.9,0.0,26.1,0.8,20.6,17.1,0.0,12.1,19.4
2023-07-04T11:30Z,3.9,0.0,26.5,0.8,20.7,17.1,0.0,12.0,19.0
2023-07-04T12:00Z,3.9,0.0,27.1,0.7,20.7,17.1,0.0,11.6,19.0
2023-07-04T12:30Z,3.9,0.0,27.5,0.8,20.6,17.0,0.0,11.0,19.1
2023-07-04T13:00Z,4.0,0.0,29.2,0.5,20.6,17.0,0.0,10.5,18.3
2023-07-04T13:30Z,4.0,0.0,30.4,0.3,20.1,17.0,0.0,10.6,17.6
2023-07-04T14:00Z,3.9,0.1,31.6,0.3,19.7,16.6,0.0,9.5,18.3
2023-07-04T14:30Z,3.9,0.5,34.1,0.2,18.3,16.6,0.0,8.4,17.9
2023-07-04T15:00Z,4.0,0.8,34.9,0.4,18.2,16.5,0.0,7.6,17.6
2023-07-04T15:30Z,4.0,1.1,36.4,0.6,17.6,16.7,0.0,6.8,16.8
2023-07-04T16:00Z,4.0,1.4,37.8,1.2,17.6,16.9,0.0,5.8,15.3
2023-07-04T16:30Z,4.1,1.5,41.1,2.0,13.9,17.6,0.0,5.2,14.6
2023-07-04T17:00Z,4.2,1.5,41.5,2.5,14.0,17.7,0.0,4.3,14.3
2023-07-04T17:30Z,4.3,1.4,41.2,2.6,15.1,18.0,0.0,3.5,13.8
2023-07-04T18:00Z,4.4,1.4,41.9,2.7,15.2,18.3,0.0,2.7,13.4
2023-07-04T18:30Z,4.4,1.5,43.9,2.8,15.5,18.6,0.0,1.8,11.5
2023-07-04T19:00Z,4.5,1.6,45.5,2.8,15.9,19.2,0.0,1.2,9.2
2023-07-04T19:30Z,4.7,1.6,46.2,2.9,15.1,20.1,0.0,0.6,8.8
2023-07-04T20:00Z,4.7,1.6,47.2,2.7,14.7,20.3,0.0,0.1,8.5
2023-07-04T20:30Z,4.8,1.2,47.7,2.2,15.0,20.8,0.0,0.1,8.2
2023-07-04T21:00Z,5.0,0.9,46.0,1.1,15.8,21.4,0.0,0.1,9.6
2023-07-04T21:30Z,5.5,1.0,33.7,0.8,22.3,23.3,0.0,0.0,13.4
2023-07-04T22:00Z,5.6,1.1,28.2,0.7,25.7,24.3,0.0,0.1,14.3
2023-07-04T22:30Z,5.7,1.1,27.7,0.4,24.8,25.6,0.0,0.0,14.8
2023-07-04T23:00Z,5.8,1.1,24.5,0.3,26.0,25.8,0.0,0.1,16.3
2023-07-04T23:30Z,6.0,1.2,24.9,0.3,23.0,26.4,0.0,0.0,18.4
2023-07-05T00:00Z,5.9,1.2,23.3,0.2,22.2,26.1,0.0,0.0,21.1
2023-07-05T00:30Z,5.9,1.1,22.9,0.2,18.7,26.1,0.0,0.0,25.0
2023-07-05T01:00Z,6.1,1.1,20.4,0.2,18.5,26.3,0.0,0.1,27.4
2023-07-05T01:30Z,6.2,1.1,19.7,0.2,17.0,26.3,0.0,0.0,29.4
2023-07-05T02:00Z,5.9,1.1,18.0,0.2,16.5,25.3,0.0,0.1,32.9
2023-07-05T02:30Z,5.9,1.0,18.0,0.3,16.5,25.4,0.0,0.0,32.9
2023-07-05T03:00Z,5.8,1.0,17.6,0.3,16.2,25.8,0.0,0.0,33.2
