from,intensity.forecast,intensity.actual
2023-03-25T23:00Z,176,
2023-03-25T23:30Z,176,
2023-03-26T00:00Z,171,
2023-03-26T00:30Z,175,
2023-03-26T01:00Z,168,
2023-03-26T01:30Z,166,
2023-03-26T02:00Z,160,
2023-03-26T02:30Z,155,
2023-03-26T03:00Z,148,
2023-03-26T03:30Z,146,
2023-03-26T04:00Z,149,
2023-03-26T04:30Z,146,
2023-03-26T05:00Z,140,
2023-03-26T05:30Z,138,
2023-03-26T06:00Z,135,
2023-03-26T06:30Z,134,
2023-03-26T07:00Z,130,
2023-03-26T07:30Z,128,
2023-03-26T08:00Z,123,
2023-03-26T08:30Z,123,
2023-03-26T09:00Z,119,
2023-03-26T09:30Z,118,
2023-03-26T10:00Z,106,
2023-03-26T10:30Z,103,
2023-03-26T11:00Z,100,
2023-03-26T11:30Z,101,
2023-03-26T12:00Z,99,
2023-03-26T12:30Z,101,
2023-03-26T13:00Z,102,
2023-03-26T13:30Z,104,
2023-03-26T14:00Z,104,
2023-03-26T14:30Z,106,
2023-03-26T15:00Z,105,
2023-03-26T15:30Z,111,
2023-03-26T16:00Z,111,
2023-03-26T16:30Z,120,
2023-03-26T17:00Z,123,
2023-03-26T17:30Z,127,
2023-03-26T18:00Z,132,
2023-03-26T18:30Z,135,
2023-03-26T19:00Z,136,
2023-03-26T19:30Z,134,
2023-03-26T20:00Z,134,
2023-03-26T20:30Z,137,
2023-03-26T21:00Z,128,
2023-03-26T21:30Z,122,
2023-03-26T22:00Z,118,
2023-03-26T22:30Z,124,
2023-03-26T23:00Z,122,
2023-03-26T23:30Z,128,
2023-03-27T00:00Z,133,
2023-03-27T00:30Z,147,
2023-03-27T01:00Z,154,
2023-03-27T01:30Z,163,
2023-03-27T02:00Z,116,
2023-03-27T02:30Z,166,
2023-03-27T03:00Z,115,
2023-03-27T03:30Z,174,
2023-03-27T04:00Z,173,
2023-03-27T04:30Z,180,
2023-03-27T05:00Z,198,
2023-03-27T05:30Z,215,
2023-03-27T06:00Z,221,
2023-03-27T06:30Z,230,
2023-03-27T07:00Z,227,
2023-03-27T07:30Z,224,
2023-03-27T08:00Z,219,
2023-03-27T08:30Z,214,
2023-03-27T09:00Z,210,
2023-03-27T09:30Z,208,
2023-03-27T10:00Z,204,
2023-03-27T10:30Z,204,
2023-03-27T11:00Z,202,
2023-03-27T11:30Z,200,
2023-03-27T12:00Z,200,
2023-03-27T12:30Z,200,
2023-03-27T13:00Z,199,
2023-03-27T13:30Z,201,
2023-03-27T14:00Z,204,
2023-03-27T14:30Z,208,
2023-03-27T15:00Z,213,
2023-03-27T15:30Z,220,
2023-03-27T16:00Z,222,
2023-03-27T16:30Z,224,
2023-03-27T17:00Z,228,
2023-03-27T17:30Z,230,
2023-03-27T18:00Z,231,
2023-03-27T18:30Z,232,
2023-03-27T19:00Z,231,
2023-03-27T19:30Z,222,
2023-03-27T20:00Z,216,
2023-03-27T20:30Z,211,
2023-03-27T21:00Z,204,
2023-03-27T21:30Z,192,
2023-03-27T22:00Z,181,
2023-03-27T22:30Z,166,
