from,intensity.forecast,intensity.actual
2023-04-04T02:30Z,175,
2023-04-04T03:00Z,179,
2023-04-04T03:30Z,187,
2023-04-04T04:00Z,193,
2023-04-04T04:30Z,208,
2023-04-04T05:00Z,216,
2023-04-04T05:30Z,220,
2023-04-04T06:00Z,225,
2023-04-04T06:30Z,233,
2023-04-04T07:00Z,233,
2023-04-04T07:30Z,233,
2023-04-04T08:00Z,231,
2023-04-04T08:30Z,223,
2023-04-04T09:00Z,214,
2023-04-04T09:30Z,204,
2023-04-04T10:00Z,196,
2023-04-04T10:30Z,193,
2023-04-04T11:00Z,191,
2023-04-04T11:30Z,184,
2023-04-04T12:00Z,182,
2023-04-04T12:30Z,179,
2023-04-04T13:00Z,179,
2023-04-04T13:30Z,178,
2023-04-04T14:00Z,178,
2023-04-04T14:30Z,180,
2023-04-04T15:00Z,183,
2023-04-04T15:30Z,183,
2023-04-04T16:00Z,183,
2023-04-04T16:30Z,187,
2023-04-04T17:00Z,194,
2023-04-04T17:30Z,198,
2023-04-04T18:00Z,203,
2023-04-04T18:30Z,205,
2023-04-04T19:00Z,205,
2023-04-04T19:30Z,196,
2023-04-04T20:00Z,189,
2023-04-04T20:30Z,182,
2023-04-04T21:00Z,172,
2023-04-04T21:30Z,158,
2023-04-04T22:00Z,150,
2023-04-04T22:30Z,147,
2023-04-04T23:00Z,148,
2023-04-04T23:30Z,145,
2023-04-05T00:00Z,150,
2023-04-05T00:30Z,153,
2023-04-05T01:00Z,155,
2023-04-05T01:30Z,155,
2023-04-05T02:00Z,158,
2023-04-05T02:30Z,158,
2023-04-05T03:00Z,157,
2023-04-05T03:30Z,157,
2023-04-05T04:00Z,159,
2023-04-05T04:30Z,168,
2023-04-05T05:00Z,176,
2023-04-05T05:30Z,190,
2023-04-05T06:00Z,195,
2023-04-05T06:30Z,199,
2023-04-05T07:00Z,198,
2023-04-05T07:30Z,195,
2023-04-05T08:00Z,194,
2023-04-05T08:30Z,192,
2023-04-05T09:00Z,191,
2023-04-05T09:30Z,192,
2023-04-05T10:00Z,190,
2023-04-05T10:30Z,187,
2023-04-05T11:00Z,184,
2023-04-05T11:30Z,184,
2023-04-05T12:00Z,182,
2023-04-05T12:30Z,183,
2023-04-05T13:00Z,184,
2023-04-05T13:30Z,186,
2023-04-05T14:00Z,190,
2023-04-05T14:30Z,193,
2023-04-05T15:00Z,197,
2023-04-05T15:30Z,206,
2023-04-05T16:00Z,211,
2023-04-05T16:30Z,217,
2023-04-05T17:00Z,220,
2023-04-05T17:30Z,225,
2023-04-05T18:00Z,226,
2023-04-05T18:30Z,227,
2023-04-05T19:00Z,228,
2023-04-05T19:30Z,229,
2023-04-05T20:00Z,228,
2023-04-05T20:30Z,219,
2023-04-05T21:00Z,216,
2023-04-05T21:30Z,205,
2023-04-05T22:00Z,191,
2023-04-05T22:30Z,181,
2023-04-05T23:00Z,178,
2023-04-05T23:30Z,177,
2023-04-06T00:00Z,179,
2023-04-06T00:30Z,177,
2023-04-06T01:00Z,174,
2023-04-06T01:30Z,169,
2023-04-06T02:00Z,168,
