from,intensity.forecast,intensity.actual
2023-03-25T20:30Z,193,
2023-03-25T21:00Z,190,
2023-03-25T21:30Z,189,
2023-03-25T22:00Z,181,
2023-03-25T22:30Z,172,
2023-03-25T23:00Z,167,
2023-03-25T23:30Z,159,
2023-03-26T00:00Z,158,
2023-03-26T00:30Z,160,
2023-03-26T01:00Z,155,
2023-03-26T01:30Z,150,
2023-03-26T02:00Z,145,
2023-03-26T02:30Z,142,
2023-03-26T03:00Z,135,
2023-03-26T03:30Z,132,
2023-03-26T04:00Z,135,
2023-03-26T04:30Z,134,
2023-03-26T05:00Z,129,
2023-03-26T05:30Z,127,
2023-03-26T06:00Z,124,
2023-03-26T06:30Z,125,
2023-03-26T07:00Z,119,
2023-03-26T07:30Z,118,
2023-03-26T08:00Z,113,
2023-03-26T08:30Z,114,
2023-03-26T09:00Z,109,
2023-03-26T09:30Z,106,
2023-03-26T10:00Z,104,
2023-03-26T10:30Z,102,
2023-03-26T11:00Z,99,
2023-03-26T11:30Z,99,
2023-03-26T12:00Z,98,
2023-03-26T12:30Z,99,
2023-03-26T13:00Z,102,
2023-03-26T13:30Z,103,
2023-03-26T14:00Z,104,
2023-03-26T14:30Z,103,
2023-03-26T15:00Z,103,
2023-03-26T15:30Z,106,
2023-03-26T16:00Z,110,
2023-03-26T16:30Z,118,
2023-03-26T17:00Z,122,
2023-03-26T17:30Z,127,
2023-03-26T18:00Z,131,
2023-03-26T18:30Z,134,
2023-03-26T19:00Z,136,
2023-03-26T19:30Z,135,
2023-03-26T20:00Z,135,
2023-03-26T20:30Z,137,
2023-03-26T21:00Z,128,
2023-03-26T21:30Z,122,
2023-03-26T22:00Z,118,
2023-03-26T22:30Z,123,
2023-03-26T23:00Z,124,
2023-03-26T23:30Z,127,
2023-03-27T00:00Z,134,
2023-03-27T00:30Z,147,
2023-03-27T01:00Z,152,
2023-03-27T01:30Z,159,
2023-03-27T02:00Z,160,
2023-03-27T02:30Z,161,
2023-03-27T03:00Z,164,
2023-03-27T03:30Z,169,
2023-03-27T04:00Z,171,
2023-03-27T04:30Z,180,
2023-03-27T05:00Z,202,
2023-03-27T05:30Z,216,
2023-03-27T06:00Z,225,
2023-03-27T06:30Z,231,
2023-03-27T07:00Z,227,
2023-03-27T07:30Z,226,
2023-03-27T08:00Z,221,
2023-03-27T08:30Z,215,
2023-03-27T09:00Z,213,
2023-03-27T09:30Z,210,
2023-03-27T10:00Z,205,
2023-03-27T10:30Z,202,
2023-03-27T11:00Z,199,
2023-03-27T11:30Z,197,
2023-03-27T12:00Z,197,
2023-03-27T12:30Z,198,
2023-03-27T13:00Z,198,
2023-03-27T13:30Z,200,
2023-03-27T14:00Z,203,
2023-03-27T14:30Z,204,
2023-03-27T15:00Z,211,
2023-03-27T15:30Z,218,
2023-03-27T16:00Z,219,
2023-03-27T16:30Z,221,
2023-03-27T17:00Z,225,
2023-03-27T17:30Z,227,
2023-03-27T18:00Z,228,
2023-03-27T18:30Z,229,
2023-03-27T19:00Z,227,
2023-03-27T19:30Z,220,
2023-03-27T20:00Z,213,
