from,intensity.forecast,intensity.actual
2023-03-14T13:00Z,100,
2023-03-14T13:30Z,102,
2023-03-14T14:00Z,104,
2023-03-14T14:30Z,106,
2023-03-14T15:00Z,109,
2023-03-14T15:30Z,114,
2023-03-14T16:00Z,127,
2023-03-14T16:30Z,146,
2023-03-14T17:00Z,182,
2023-03-14T17:30Z,196,
2023-03-14T18:00Z,201,
2023-03-14T18:30Z,205,
2023-03-14T19:00Z,209,
2023-03-14T19:30Z,211,
2023-03-14T20:00Z,214,
2023-03-14T20:30Z,212,
2023-03-14T21:00Z,211,
2023-03-14T21:30Z,205,
2023-03-14T22:00Z,198,
2023-03-14T22:30Z,193,
2023-03-14T23:00Z,184,
2023-03-14T23:30Z,177,
2023-03-15T00:00Z,175,
2023-03-15T00:30Z,172,
2023-03-15T01:00Z,171,
2023-03-15T01:30Z,172,
2023-03-15T02:00Z,172,
2023-03-15T02:30Z,177,
2023-03-15T03:00Z,183,
2023-03-15T03:30Z,187,
2023-03-15T04:00Z,194,
2023-03-15T04:30Z,198,
2023-03-15T05:00Z,207,
2023-03-15T05:30Z,219,
2023-03-15T06:00Z,227,
2023-03-15T06:30Z,234,
2023-03-15T07:00Z,233,
2023-03-15T07:30Z,228,
2023-03-15T08:00Z,223,
2023-03-15T08:30Z,222,
2023-03-15T09:00Z,218,
2023-03-15T09:30Z,216,
2023-03-15T10:00Z,214,
2023-03-15T10:30Z,210,
2023-03-15T11:00Z,207,
2023-03-15T11:30Z,203,
2023-03-15T12:00Z,201,
2023-03-15T12:30Z,198,
2023-03-15T13:00Z,197,
2023-03-15T13:30Z,195,
2023-03-15T14:00Z,192,
2023-03-15T14:30Z,187,
2023-03-15T15:00Z,185,
2023-03-15T15:30Z,186,
2023-03-15T16:00Z,185,
2023-03-15T16:30Z,185,
2023-03-15T17:00Z,185,
2023-03-15T17:30Z,187,
2023-03-15T18:00Z,182,
2023-03-15T18:30Z,174,
2023-03-15T19:00Z,162,
2023-03-15T19:30Z,136,
2023-03-15T20:00Z,118,
2023-03-15T20:30Z,99,
2023-03-15T21:00Z,92,
2023-03-15T21:30Z,91,
2023-03-15T22:00Z,86,
2023-03-15T22:30Z,81,
2023-03-15T23:00Z,78,
2023-03-15T23:30Z,77,
2023-03-16T00:00Z,75,
2023-03-16T00:30Z,77,
2023-03-16T01:00Z,78,
2023-03-16T01:30Z,77,
2023-03-16T02:00Z,76,
2023-03-16T02:30Z,75,
2023-03-16T03:00Z,74,
2023-03-16T03:30Z,74,
2023-03-16T04:00Z,73,
2023-03-16T04:30Z,74,
2023-03-16T05:00Z,74,
2023-03-16T05:30Z,75,
2023-03-16T06:00Z,78,
2023-03-16T06:30Z,77,
2023-03-16T07:00Z,75,
2023-03-16T07:30Z,72,
2023-03-16T08:00Z,69,
2023-03-16T08:30Z,65,
2023-03-16T09:00Z,63,
2023-03-16T09:30Z,62,
2023-03-16T10:00Z,61,
2023-03-16T10:30Z,63,
2023-03-16T11:00Z,62,
2023-03-16T11:30Z,62,
2023-03-16T12:00Z,60,
2023-03-16T12:30Z,61,
