from,intensity.forecast,intensity.actual
2023-07-29T17:30Z,78,85.0
2023-07-29T18:00Z,78,87.0
2023-07-29T18:30Z,86,96.0
2023-07-29T19:00Z,87,98.0
2023-07-29T19:30Z,96,105.0
2023-07-29T20:00Z,95,104.0
2023-07-29T20:30Z,101,109.0
2023-07-29T21:00Z,103,101.0
2023-07-29T21:30Z,101,97.0
2023-07-29T22:00Z,95,90.0
2023-07-29T22:30Z,89,92.0
2023-07-29T23:00Z,78,96.0
2023-07-29T23:30Z,83,104.0
2023-07-30T00:00Z,92,104.0
2023-07-30T00:30Z,92,100.0
2023-07-30T01:00Z,90,101.0
2023-07-30T01:30Z,93,102.0
2023-07-30T02:00Z,94,101.0
2023-07-30T02:30Z,94,99.0
2023-07-30T03:00Z,91,98.0
2023-07-30T03:30Z,86,97.0
2023-07-30T04:00Z,85,91.0
2023-07-30T04:30Z,86,91.0
2023-07-30T05:00Z,78,90.0
2023-07-30T05:30Z,76,89.0
2023-07-30T06:00Z,79,87.0
2023-07-30T06:30Z,78,88.0
2023-07-30T07:00Z,75,86.0
2023-07-30T07:30Z,77,83.0
2023-07-30T08:00Z,78,80.0
2023-07-30T08:30Z,76,81.0
2023-07-30T09:00Z,72,83.0
2023-07-30T09:30Z,74,85.0
2023-07-30T10:00Z,74,91.0
2023-07-30T10:30Z,74,95.0
2023-07-30T11:00Z,81,99.0
2023-07-30T11:30Z,87,88.0
2023-07-30T12:00Z,87,88.0
2023-07-30T12:30Z,79,84.0
2023-07-30T13:00Z,131,82.0
2023-07-30T13:30Z,78,85.0
2023-07-30T14:00Z,78,92.0
2023-07-30T14:30Z,81,95.0
2023-07-30T15:00Z,85,99.0
2023-07-30T15:30Z,91,94.0
2023-07-30T16:00Z,106,101.0
2023-07-30T16:30Z,102,104.0
2023-07-30T17:00Z,108,
