from,intensity.forecast,intensity.actual
2023-07-06T20:30Z,146,154.0
2023-07-06T21:00Z,144,142.0
2023-07-06T21:30Z,141,132.0
2023-07-06T22:00Z,140,120.0
2023-07-06T22:30Z,123,117.0
2023-07-06T23:00Z,116,109.0
2023-07-06T23:30Z,114,102.0
2023-07-07T00:00Z,108,101.0
2023-07-07T00:30Z,101,113.0
2023-07-07T01:00Z,99,120.0
2023-07-07T01:30Z,108,124.0
2023-07-07T02:00Z,116,126.0
2023-07-07T02:30Z,118,129.0
2023-07-07T03:00Z,122,131.0
2023-07-07T03:30Z,125,139.0
2023-07-07T04:00Z,128,146.0
2023-07-07T04:30Z,138,138.0
2023-07-07T05:00Z,142,150.0
2023-07-07T05:30Z,134,151.0
2023-07-07T06:00Z,149,152.0
2023-07-07T06:30Z,146,152.0
2023-07-07T07:00Z,150,146.0
2023-07-07T07:30Z,145,142.0
2023-07-07T08:00Z,141,130.0
2023-07-07T08:30Z,143,113.0
2023-07-07T09:00Z,125,100.0
2023-07-07T09:30Z,110,87.0
2023-07-07T10:00Z,97,85.0
2023-07-07T10:30Z,85,85.0
2023-07-07T11:00Z,85,86.0
2023-07-07T11:30Z,86,84.0
2023-07-07T12:00Z,86,73.0
2023-07-07T12:30Z,85,67.0
2023-07-07T13:00Z,74,67.0
2023-07-07T13:30Z,67,81.0
2023-07-07T14:00Z,61,82.0
2023-07-07T14:30Z,71,81.0
2023-07-07T15:00Z,74,84.0
2023-07-07T15:30Z,84,94.0
2023-07-07T16:00Z,84,101.0
2023-07-07T16:30Z,95,102.0
2023-07-07T17:00Z,104,110.0
2023-07-07T17:30Z,104,116.0
2023-07-07T18:00Z,117,120.0
2023-07-07T18:30Z,119,124.0
2023-07-07T19:00Z,118,127.0
2023-07-07T19:30Z,125,134.0
2023-07-07T20:00Z,123,
