from,intensity.forecast,intensity.actual
2023-03-29T08:30Z,171,160
2023-03-29T09:00Z,157,161
2023-03-29T09:30Z,162,168
2023-03-29T10:00Z,156,159
2023-03-29T10:30Z,163,155
2023-03-29T11:00Z,154,147
2023-03-29T11:30Z,149,137
2023-03-29T12:00Z,136,131
2023-03-29T12:30Z,134,125
2023-03-29T13:00Z,131,120
2023-03-29T13:30Z,123,115
2023-03-29T14:00Z,118,113
2023-03-29T14:30Z,114,113
2023-03-29T15:00Z,111,106
2023-03-29T15:30Z,118,110
2023-03-29T16:00Z,120,112
2023-03-29T16:30Z,114,116
2023-03-29T17:00Z,112,123
2023-03-29T17:30Z,124,125
2023-03-29T18:00Z,124,121
2023-03-29T18:30Z,119,122
2023-03-29T19:00Z,116,112
2023-03-29T19:30Z,123,105
2023-03-29T20:00Z,112,102
2023-03-29T20:30Z,105,94
2023-03-29T21:00Z,101,87
2023-03-29T21:30Z,97,82
2023-03-29T22:00Z,92,69
2023-03-29T22:30Z,78,67
2023-03-29T23:00Z,74,72
2023-03-29T23:30Z,65,73
2023-03-30T00:00Z,77,74
2023-03-30T00:30Z,75,79
2023-03-30T01:00Z,82,82
2023-03-30T01:30Z,85,81
2023-03-30T02:00Z,87,78
2023-03-30T02:30Z,87,75
2023-03-30T03:00Z,87,75
2023-03-30T03:30Z,78,76
2023-03-30T04:00Z,85,74
2023-03-30T04:30Z,80,78
2023-03-30T05:00Z,84,89
2023-03-30T05:30Z,93,103
2023-03-30T06:00Z,94,124
2023-03-30T06:30Z,98,131
2023-03-30T07:00Z,124,135
2023-03-30T07:30Z,126,131
2023-03-30T08:00Z,137,127
