from,intensity.forecast,intensity.actual
2023-07-06T10:30Z,144,142.0
2023-07-06T11:00Z,142,136.0
2023-07-06T11:30Z,138,138.0
2023-07-06T12:00Z,134,129.0
2023-07-06T12:30Z,134,123.0
2023-07-06T13:00Z,122,114.0
2023-07-06T13:30Z,112,115.0
2023-07-06T14:00Z,109,116.0
2023-07-06T14:30Z,113,116.0
2023-07-06T15:00Z,113,119.0
2023-07-06T15:30Z,113,130.0
2023-07-06T16:00Z,113,141.0
2023-07-06T16:30Z,119,145.0
2023-07-06T17:00Z,133,149.0
2023-07-06T17:30Z,136,147.0
2023-07-06T18:00Z,138,155.0
2023-07-06T18:30Z,131,157.0
2023-07-06T19:00Z,138,158.0
2023-07-06T19:30Z,142,159.0
2023-07-06T20:00Z,137,157.0
2023-07-06T20:30Z,146,154.0
2023-07-06T21:00Z,144,142.0
2023-07-06T21:30Z,141,132.0
2023-07-06T22:00Z,140,120.0
2023-07-06T22:30Z,123,117.0
2023-07-06T23:00Z,116,109.0
2023-07-06T23:30Z,114,102.0
2023-07-07T00:00Z,108,101.0
2023-07-07T00:30Z,101,113.0
2023-07-07T01:00Z,99,120.0
2023-07-07T01:30Z,108,124.0
2023-07-07T02:00Z,116,126.0
2023-07-07T02:30Z,118,129.0
2023-07-07T03:00Z,122,131.0
2023-07-07T03:30Z,125,139.0
2023-07-07T04:00Z,128,146.0
2023-07-07T04:30Z,138,138.0
2023-07-07T05:00Z,142,150.0
2023-07-07T05:30Z,134,151.0
2023-07-07T06:00Z,149,152.0
2023-07-07T06:30Z,146,152.0
2023-07-07T07:00Z,150,146.0
2023-07-07T07:30Z,145,142.0
2023-07-07T08:00Z,141,130.0
2023-07-07T08:30Z,143,113.0
2023-07-07T09:00Z,125,100.0
2023-07-07T09:30Z,110,90.0
2023-07-07T10:00Z,97,
