from,intensity.forecast,intensity.actual
2023-04-14T11:00Z,212,204
2023-04-14T11:30Z,209,207
2023-04-14T12:00Z,207,206
2023-04-14T12:30Z,211,203
2023-04-14T13:00Z,206,208
2023-04-14T13:30Z,210,220
2023-04-14T14:00Z,215,221
2023-04-14T14:30Z,221,217
2023-04-14T15:00Z,222,221
2023-04-14T15:30Z,220,225
2023-04-14T16:00Z,224,229
2023-04-14T16:30Z,230,233
2023-04-14T17:00Z,230,241
2023-04-14T17:30Z,235,237
2023-04-14T18:00Z,240,235
2023-04-14T18:30Z,240,239
2023-04-14T19:00Z,237,245
2023-04-14T19:30Z,239,252
2023-04-14T20:00Z,240,249
2023-04-14T20:30Z,253,247
2023-04-14T21:00Z,252,246
2023-04-14T21:30Z,250,220
2023-04-14T22:00Z,250,216
2023-04-14T22:30Z,245,219
2023-04-14T23:00Z,239,220
2023-04-14T23:30Z,218,214
2023-04-15T00:00Z,214,215
2023-04-15T00:30Z,217,209
2023-04-15T01:00Z,214,204
2023-04-15T01:30Z,214,209
2023-04-15T02:00Z,202,209
2023-04-15T02:30Z,216,215
2023-04-15T03:00Z,216,215
2023-04-15T03:30Z,217,217
2023-04-15T04:00Z,211,212
2023-04-15T04:30Z,193,202
2023-04-15T05:00Z,206,204
2023-04-15T05:30Z,207,197
2023-04-15T06:00Z,208,198
2023-04-15T06:30Z,207,196
2023-04-15T07:00Z,205,195
2023-04-15T07:30Z,204,188
2023-04-15T08:00Z,203,185
2023-04-15T08:30Z,190,179
2023-04-15T09:00Z,185,173
2023-04-15T09:30Z,175,168
2023-04-15T10:00Z,177,163
2023-04-15T10:30Z,169,162
