from,intensity.forecast,intensity.actual
2023-06-11T07:30Z,126,153.0
2023-06-11T08:00Z,137,152.0
2023-06-11T08:30Z,144,155.0
2023-06-11T09:00Z,137,153.0
2023-06-11T09:30Z,136,152.0
2023-06-11T10:00Z,141,153.0
2023-06-11T10:30Z,148,151.0
2023-06-11T11:00Z,142,149.0
2023-06-11T11:30Z,143,146.0
2023-06-11T12:00Z,147,143.0
2023-06-11T12:30Z,142,144.0
2023-06-11T13:00Z,145,144.0
2023-06-11T13:30Z,145,148.0
2023-06-11T14:00Z,148,154.0
2023-06-11T14:30Z,152,159.0
2023-06-11T15:00Z,168,168.0
2023-06-11T15:30Z,170,177.0
2023-06-11T16:00Z,181,189.0
2023-06-11T16:30Z,187,194.0
2023-06-11T17:00Z,195,204.0
2023-06-11T17:30Z,201,209.0
2023-06-11T18:00Z,210,212.0
2023-06-11T18:30Z,216,216.0
2023-06-11T19:00Z,219,220.0
2023-06-11T19:30Z,223,227.0
2023-06-11T20:00Z,223,230.0
2023-06-11T20:30Z,231,233.0
2023-06-11T21:00Z,236,234.0
2023-06-11T21:30Z,244,232.0
2023-06-11T22:00Z,232,231.0
2023-06-11T22:30Z,228,229.0
2023-06-11T23:00Z,234,228.0
2023-06-11T23:30Z,251,226.0
2023-06-12T00:00Z,228,227.0
2023-06-12T00:30Z,232,225.0
2023-06-12T01:00Z,234,224.0
2023-06-12T01:30Z,232,228.0
2023-06-12T02:00Z,229,233.0
2023-06-12T02:30Z,232,233.0
2023-06-12T03:00Z,237,230.0
2023-06-12T03:30Z,236,229.0
2023-06-12T04:00Z,246,219.0
2023-06-12T04:30Z,246,216.0
2023-06-12T05:00Z,234,222.0
2023-06-12T05:30Z,258,231.0
2023-06-12T06:00Z,243,232.0
2023-06-12T06:30Z,229,232.0
2023-06-12T07:00Z,226,
