from,intensity.forecast,intensity.actual
2023-03-29T14:00Z,118,113
2023-03-29T14:30Z,114,112
2023-03-29T15:00Z,111,106
2023-03-29T15:30Z,118,110
2023-03-29T16:00Z,120,112
2023-03-29T16:30Z,114,116
2023-03-29T17:00Z,112,123
2023-03-29T17:30Z,124,124
2023-03-29T18:00Z,124,120
2023-03-29T18:30Z,119,121
2023-03-29T19:00Z,116,111
2023-03-29T19:30Z,123,104
2023-03-29T20:00Z,112,101
2023-03-29T20:30Z,105,93
2023-03-29T21:00Z,101,85
2023-03-29T21:30Z,97,81
2023-03-29T22:00Z,92,67
2023-03-29T22:30Z,78,65
2023-03-29T23:00Z,74,71
2023-03-29T23:30Z,65,71
2023-03-30T00:00Z,77,72
2023-03-30T00:30Z,75,77
2023-03-30T01:00Z,82,80
2023-03-30T01:30Z,85,79
2023-03-30T02:00Z,87,76
2023-03-30T02:30Z,87,73
2023-03-30T03:00Z,87,73
2023-03-30T03:30Z,78,74
2023-03-30T04:00Z,85,72
2023-03-30T04:30Z,80,76
2023-03-30T05:00Z,84,88
2023-03-30T05:30Z,93,102
2023-03-30T06:00Z,94,123
2023-03-30T06:30Z,98,129
2023-03-30T07:00Z,124,134
2023-03-30T07:30Z,126,130
2023-03-30T08:00Z,137,125
2023-03-30T08:30Z,128,124
2023-03-30T09:00Z,114,119
2023-03-30T09:30Z,113,117
2023-03-30T10:00Z,112,108
2023-03-30T10:30Z,110,102
2023-03-30T11:00Z,106,99
2023-03-30T11:30Z,98,93
2023-03-30T12:00Z,94,84
2023-03-30T12:30Z,93,85
2023-03-30T13:00Z,86,81
2023-03-30T13:30Z,92,81
