from,intensity.forecast,intensity.actual
2023-03-18T18:00Z,177,183.0
2023-03-18T18:30Z,183,187.0
2023-03-18T19:00Z,183,188.0
2023-03-18T19:30Z,187,189.0
2023-03-18T20:00Z,192,180.0
2023-03-18T20:30Z,189,175.0
2023-03-18T21:00Z,182,158.0
2023-03-18T21:30Z,177,145.0
2023-03-18T22:00Z,159,133.0
2023-03-18T22:30Z,141,123.0
2023-03-18T23:00Z,134,102.0
2023-03-18T23:30Z,121,94.0
2023-03-19T00:00Z,103,89.0
2023-03-19T00:30Z,95,89.0
2023-03-19T01:00Z,92,82.0
2023-03-19T01:30Z,92,76.0
2023-03-19T02:00Z,79,81.0
2023-03-19T02:30Z,85,80.0
2023-03-19T03:00Z,85,81.0
2023-03-19T03:30Z,85,84.0
2023-03-19T04:00Z,94,91.0
2023-03-19T04:30Z,97,92.0
2023-03-19T05:00Z,101,90.0
2023-03-19T05:30Z,101,89.0
2023-03-19T06:00Z,115,90.0
2023-03-19T06:30Z,118,101.0
2023-03-19T07:00Z,100,117.0
2023-03-19T07:30Z,113,125.0
2023-03-19T08:00Z,108,131.0
2023-03-19T08:30Z,129,139.0
2023-03-19T09:00Z,142,146.0
2023-03-19T09:30Z,146,150.0
2023-03-19T10:00Z,156,164.0
2023-03-19T10:30Z,158,172.0
2023-03-19T11:00Z,169,177.0
2023-03-19T11:30Z,184,178.0
2023-03-19T12:00Z,182,176.0
2023-03-19T12:30Z,188,180.0
2023-03-19T13:00Z,183,185.0
2023-03-19T13:30Z,185,186.0
2023-03-19T14:00Z,191,190.0
2023-03-19T14:30Z,191,193.0
2023-03-19T15:00Z,197,200.0
2023-03-19T15:30Z,200,208.0
2023-03-19T16:00Z,211,220.0
2023-03-19T16:30Z,218,225.0
2023-03-19T17:00Z,223,224.0
2023-03-19T17:30Z,229,
