from,intensity.forecast,intensity.actual
2023-06-21T18:30Z,237,
2023-06-21T19:00Z,246,
2023-06-21T19:30Z,254,
2023-06-21T20:00Z,257,
2023-06-21T20:30Z,259,
2023-06-21T21:00Z,261,
2023-06-21T21:30Z,262,
2023-06-21T22:00Z,264,
2023-06-21T22:30Z,265,
2023-06-21T23:00Z,266,
2023-06-21T23:30Z,266,
2023-06-22T00:00Z,262,
2023-06-22T00:30Z,259,
2023-06-22T01:00Z,260,
2023-06-22T01:30Z,258,
2023-06-22T02:00Z,254,
2023-06-22T02:30Z,252,
2023-06-22T03:00Z,248,
2023-06-22T03:30Z,244,
2023-06-22T04:00Z,240,
2023-06-22T04:30Z,238,
2023-06-22T05:00Z,235,
2023-06-22T05:30Z,230,
2023-06-22T06:00Z,224,
2023-06-22T06:30Z,216,
2023-06-22T07:00Z,209,
2023-06-22T07:30Z,201,
2023-06-22T08:00Z,196,
2023-06-22T08:30Z,190,
2023-06-22T09:00Z,187,
2023-06-22T09:30Z,180,
2023-06-22T10:00Z,173,
2023-06-22T10:30Z,167,
2023-06-22T11:00Z,166,
2023-06-22T11:30Z,163,
2023-06-22T12:00Z,160,
2023-06-22T12:30Z,158,
2023-06-22T13:00Z,160,
2023-06-22T13:30Z,164,
2023-06-22T14:00Z,167,
2023-06-22T14:30Z,172,
2023-06-22T15:00Z,176,
2023-06-22T15:30Z,182,
2023-06-22T16:00Z,191,
2023-06-22T16:30Z,197,
2023-06-22T17:00Z,206,
2023-06-22T17:30Z,214,
2023-06-22T18:00Z,220,
2023-06-22T18:30Z,227,
2023-06-22T19:00Z,234,
2023-06-22T19:30Z,242,
2023-06-22T20:00Z,244,
2023-06-22T20:30Z,248,
2023-06-22T21:00Z,254,
2023-06-22T21:30Z,253,
2023-06-22T22:00Z,254,
2023-06-22T22:30Z,253,
2023-06-22T23:00Z,249,
2023-06-22T23:30Z,245,
2023-06-23T00:00Z,242,
2023-06-23T00:30Z,236,
2023-06-23T01:00Z,231,
2023-06-23T01:30Z,226,
2023-06-23T02:00Z,221,
2023-06-23T02:30Z,219,
2023-06-23T03:00Z,214,
2023-06-23T03:30Z,213,
2023-06-23T04:00Z,211,
2023-06-23T04:30Z,211,
2023-06-23T05:00Z,210,
2023-06-23T05:30Z,210,
2023-06-23T06:00Z,202,
2023-06-23T06:30Z,196,
2023-06-23T07:00Z,187,
2023-06-23T07:30Z,178,
2023-06-23T08:00Z,170,
2023-06-23T08:30Z,162,
2023-06-23T09:00Z,155,
2023-06-23T09:30Z,148,
2023-06-23T10:00Z,138,
2023-06-23T10:30Z,130,
2023-06-23T11:00Z,124,
2023-06-23T11:30Z,120,
2023-06-23T12:00Z,111,
2023-06-23T12:30Z,107,
2023-06-23T13:00Z,104,
2023-06-23T13:30Z,106,
2023-06-23T14:00Z,104,
2023-06-23T14:30Z,103,
2023-06-23T15:00Z,106,
2023-06-23T15:30Z,115,
2023-06-23T16:00Z,126,
2023-06-23T16:30Z,135,
2023-06-23T17:00Z,139,
2023-06-23T17:30Z,142,
2023-06-23T18:00Z,146,
