from,intensity.forecast,intensity.actual
2023-08-07T18:30Z,173,
2023-08-07T19:00Z,177,
2023-08-07T19:30Z,177,
2023-08-07T20:00Z,175,
2023-08-07T20:30Z,169,
2023-08-07T21:00Z,164,
2023-08-07T21:30Z,142,
2023-08-07T22:00Z,123,
2023-08-07T22:30Z,119,
2023-08-07T23:00Z,119,
2023-08-07T23:30Z,116,
2023-08-08T00:00Z,121,
2023-08-08T00:30Z,123,
2023-08-08T01:00Z,125,
2023-08-08T01:30Z,130,
2023-08-08T02:00Z,131,
2023-08-08T02:30Z,134,
2023-08-08T03:00Z,139,
2023-08-08T03:30Z,144,
2023-08-08T04:00Z,151,
2023-08-08T04:30Z,157,
2023-08-08T05:00Z,166,
2023-08-08T05:30Z,172,
2023-08-08T06:00Z,184,
2023-08-08T06:30Z,189,
2023-08-08T07:00Z,187,
2023-08-08T07:30Z,181,
2023-08-08T08:00Z,181,
2023-08-08T08:30Z,180,
2023-08-08T09:00Z,178,
2023-08-08T09:30Z,176,
2023-08-08T10:00Z,172,
2023-08-08T10:30Z,168,
2023-08-08T11:00Z,166,
2023-08-08T11:30Z,163,
2023-08-08T12:00Z,163,
2023-08-08T12:30Z,164,
2023-08-08T13:00Z,162,
2023-08-08T13:30Z,162,
2023-08-08T14:00Z,161,
2023-08-08T14:30Z,163,
2023-08-08T15:00Z,163,
2023-08-08T15:30Z,171,
2023-08-08T16:00Z,176,
2023-08-08T16:30Z,181,
2023-08-08T17:00Z,184,
2023-08-08T17:30Z,191,
2023-08-08T18:00Z,197,
2023-08-08T18:30Z,201,
2023-08-08T19:00Z,204,
2023-08-08T19:30Z,210,
2023-08-08T20:00Z,210,
2023-08-08T20:30Z,207,
2023-08-08T21:00Z,207,
2023-08-08T21:30Z,208,
2023-08-08T22:00Z,206,
2023-08-08T22:30Z,200,
2023-08-08T23:00Z,196,
2023-08-08T23:30Z,185,
2023-08-09T00:00Z,180,
2023-08-09T00:30Z,182,
2023-08-09T01:00Z,179,
2023-08-09T01:30Z,181,
2023-08-09T02:00Z,184,
2023-08-09T02:30Z,186,
2023-08-09T03:00Z,185,
2023-08-09T03:30Z,190,
2023-08-09T04:00Z,200,
2023-08-09T04:30Z,208,
2023-08-09T05:00Z,215,
2023-08-09T05:30Z,218,
2023-08-09T06:00Z,215,
2023-08-09T06:30Z,212,
2023-08-09T07:00Z,207,
2023-08-09T07:30Z,201,
2023-08-09T08:00Z,196,
2023-08-09T08:30Z,192,
2023-08-09T09:00Z,190,
2023-08-09T09:30Z,188,
2023-08-09T10:00Z,187,
2023-08-09T10:30Z,181,
2023-08-09T11:00Z,180,
2023-08-09T11:30Z,181,
2023-08-09T12:00Z,180,
2023-08-09T12:30Z,182,
2023-08-09T13:00Z,182,
2023-08-09T13:30Z,186,
2023-08-09T14:00Z,189,
2023-08-09T14:30Z,194,
2023-08-09T15:00Z,199,
2023-08-09T15:30Z,202,
2023-08-09T16:00Z,209,
2023-08-09T16:30Z,211,
2023-08-09T17:00Z,215,
2023-08-09T17:30Z,219,
2023-08-09T18:00Z,222,
