from,intensity.forecast,intensity.actual
2023-06-01T05:00Z,170,
2023-06-01T05:30Z,185,
2023-06-01T06:00Z,190,
2023-06-01T06:30Z,193,
2023-06-01T07:00Z,190,
2023-06-01T07:30Z,189,
2023-06-01T08:00Z,185,
2023-06-01T08:30Z,177,
2023-06-01T09:00Z,168,
2023-06-01T09:30Z,157,
2023-06-01T10:00Z,145,
2023-06-01T10:30Z,135,
2023-06-01T11:00Z,131,
2023-06-01T11:30Z,124,
2023-06-01T12:00Z,115,
2023-06-01T12:30Z,105,
2023-06-01T13:00Z,97,
2023-06-01T13:30Z,90,
2023-06-01T14:00Z,88,
2023-06-01T14:30Z,90,
2023-06-01T15:00Z,90,
2023-06-01T15:30Z,94,
2023-06-01T16:00Z,97,
2023-06-01T16:30Z,106,
2023-06-01T17:00Z,117,
2023-06-01T17:30Z,120,
2023-06-01T18:00Z,124,
2023-06-01T18:30Z,129,
2023-06-01T19:00Z,132,
2023-06-01T19:30Z,131,
2023-06-01T20:00Z,127,
2023-06-01T20:30Z,121,
2023-06-01T21:00Z,120,
2023-06-01T21:30Z,113,
2023-06-01T22:00Z,106,
2023-06-01T22:30Z,103,
2023-06-01T23:00Z,107,
2023-06-01T23:30Z,112,
2023-06-02T00:00Z,115,
2023-06-02T00:30Z,117,
2023-06-02T01:00Z,120,
2023-06-02T01:30Z,123,
2023-06-02T02:00Z,124,
2023-06-02T02:30Z,128,
2023-06-02T03:00Z,127,
2023-06-02T03:30Z,120,
2023-06-02T04:00Z,119,
2023-06-02T04:30Z,120,
2023-06-02T05:00Z,127,
2023-06-02T05:30Z,132,
2023-06-02T06:00Z,132,
2023-06-02T06:30Z,130,
2023-06-02T07:00Z,126,
2023-06-02T07:30Z,118,
2023-06-02T08:00Z,111,
2023-06-02T08:30Z,103,
2023-06-02T09:00Z,96,
2023-06-02T09:30Z,90,
2023-06-02T10:00Z,83,
2023-06-02T10:30Z,75,
2023-06-02T11:00Z,67,
2023-06-02T11:30Z,60,
2023-06-02T12:00Z,56,
2023-06-02T12:30Z,54,
2023-06-02T13:00Z,52,
2023-06-02T13:30Z,52,
2023-06-02T14:00Z,51,
2023-06-02T14:30Z,54,
2023-06-02T15:00Z,59,
2023-06-02T15:30Z,72,
2023-06-02T16:00Z,83,
2023-06-02T16:30Z,93,
2023-06-02T17:00Z,109,
2023-06-02T17:30Z,117,
2023-06-02T18:00Z,122,
2023-06-02T18:30Z,126,
2023-06-02T19:00Z,130,
2023-06-02T19:30Z,133,
2023-06-02T20:00Z,134,
2023-06-02T20:30Z,138,
2023-06-02T21:00Z,133,
2023-06-02T21:30Z,126,
2023-06-02T22:00Z,119,
2023-06-02T22:30Z,107,
2023-06-02T23:00Z,108,
2023-06-02T23:30Z,107,
2023-06-03T00:00Z,109,
2023-06-03T00:30Z,113,
2023-06-03T01:00Z,118,
2023-06-03T01:30Z,121,
2023-06-03T02:00Z,118,
2023-06-03T02:30Z,112,
2023-06-03T03:00Z,116,
2023-06-03T03:30Z,119,
2023-06-03T04:00Z,127,
2023-06-03T04:30Z,130,
