from,intensity.forecast,intensity.actual
2023-04-24T13:00Z,142,
2023-04-24T13:30Z,144,
2023-04-24T14:00Z,142,
2023-04-24T14:30Z,145,
2023-04-24T15:00Z,148,
2023-04-24T15:30Z,154,
2023-04-24T16:00Z,157,
2023-04-24T16:30Z,157,
2023-04-24T17:00Z,160,
2023-04-24T17:30Z,160,
2023-04-24T18:00Z,165,
2023-04-24T18:30Z,170,
2023-04-24T19:00Z,171,
2023-04-24T19:30Z,176,
2023-04-24T20:00Z,178,
2023-04-24T20:30Z,176,
2023-04-24T21:00Z,174,
2023-04-24T21:30Z,172,
2023-04-24T22:00Z,168,
2023-04-24T22:30Z,171,
2023-04-24T23:00Z,169,
2023-04-24T23:30Z,174,
2023-04-25T00:00Z,174,
2023-04-25T00:30Z,177,
2023-04-25T01:00Z,177,
2023-04-25T01:30Z,178,
2023-04-25T02:00Z,176,
2023-04-25T02:30Z,178,
2023-04-25T03:00Z,175,
2023-04-25T03:30Z,176,
2023-04-25T04:00Z,177,
2023-04-25T04:30Z,182,
2023-04-25T05:00Z,193,
2023-04-25T05:30Z,198,
2023-04-25T06:00Z,198,
2023-04-25T06:30Z,197,
2023-04-25T07:00Z,190,
2023-04-25T07:30Z,180,
2023-04-25T08:00Z,174,
2023-04-25T08:30Z,166,
2023-04-25T09:00Z,160,
2023-04-25T09:30Z,155,
2023-04-25T10:00Z,153,
2023-04-25T10:30Z,151,
2023-04-25T11:00Z,147,
2023-04-25T11:30Z,145,
2023-04-25T12:00Z,141,
2023-04-25T12:30Z,145,
2023-04-25T13:00Z,148,
2023-04-25T13:30Z,150,
2023-04-25T14:00Z,156,
2023-04-25T14:30Z,173,
2023-04-25T15:00Z,185,
2023-04-25T15:30Z,196,
2023-04-25T16:00Z,207,
2023-04-25T16:30Z,216,
2023-04-25T17:00Z,221,
2023-04-25T17:30Z,225,
2023-04-25T18:00Z,232,
2023-04-25T18:30Z,242,
2023-04-25T19:00Z,247,
2023-04-25T19:30Z,249,
2023-04-25T20:00Z,251,
2023-04-25T20:30Z,257,
2023-04-25T21:00Z,266,
2023-04-25T21:30Z,265,
2023-04-25T22:00Z,260,
2023-04-25T22:30Z,259,
2023-04-25T23:00Z,256,
2023-04-25T23:30Z,256,
2023-04-26T00:00Z,257,
2023-04-26T00:30Z,258,
2023-04-26T01:00Z,254,
2023-04-26T01:30Z,255,
2023-04-26T02:00Z,255,
2023-04-26T02:30Z,254,
2023-04-26T03:00Z,253,
2023-04-26T03:30Z,257,
2023-04-26T04:00Z,258,
2023-04-26T04:30Z,260,
2023-04-26T05:00Z,262,
2023-04-26T05:30Z,264,
2023-04-26T06:00Z,264,
2023-04-26T06:30Z,257,
2023-04-26T07:00Z,254,
2023-04-26T07:30Z,247,
2023-04-26T08:00Z,245,
2023-04-26T08:30Z,240,
2023-04-26T09:00Z,234,
2023-04-26T09:30Z,228,
2023-04-26T10:00Z,222,
2023-04-26T10:30Z,220,
2023-04-26T11:00Z,217,
2023-04-26T11:30Z,217,
2023-04-26T12:00Z,214,
2023-04-26T12:30Z,215,
