from,intensity.forecast,intensity.actual
2023-03-15T10:30Z,236,
2023-03-15T11:00Z,234,
2023-03-15T11:30Z,232,
2023-03-15T12:00Z,231,
2023-03-15T12:30Z,230,
2023-03-15T13:00Z,229,
2023-03-15T13:30Z,230,
2023-03-15T14:00Z,227,
2023-03-15T14:30Z,224,
2023-03-15T15:00Z,218,
2023-03-15T15:30Z,213,
2023-03-15T16:00Z,206,
2023-03-15T16:30Z,204,
2023-03-15T17:00Z,202,
2023-03-15T17:30Z,202,
2023-03-15T18:00Z,204,
2023-03-15T18:30Z,202,
2023-03-15T19:00Z,189,
2023-03-15T19:30Z,171,
2023-03-15T20:00Z,156,
2023-03-15T20:30Z,146,
2023-03-15T21:00Z,137,
2023-03-15T21:30Z,121,
2023-03-15T22:00Z,113,
2023-03-15T22:30Z,109,
2023-03-15T23:00Z,109,
2023-03-15T23:30Z,103,
2023-03-16T00:00Z,102,
2023-03-16T00:30Z,99,
2023-03-16T01:00Z,100,
2023-03-16T01:30Z,98,
2023-03-16T02:00Z,99,
2023-03-16T02:30Z,97,
2023-03-16T03:00Z,99,
2023-03-16T03:30Z,99,
2023-03-16T04:00Z,100,
2023-03-16T04:30Z,100,
2023-03-16T05:00Z,104,
2023-03-16T05:30Z,107,
2023-03-16T06:00Z,111,
2023-03-16T06:30Z,110,
2023-03-16T07:00Z,101,
2023-03-16T07:30Z,91,
2023-03-16T08:00Z,89,
2023-03-16T08:30Z,88,
2023-03-16T09:00Z,82,
2023-03-16T09:30Z,81,
2023-03-16T10:00Z,81,
2023-03-16T10:30Z,79,
2023-03-16T11:00Z,78,
2023-03-16T11:30Z,78,
2023-03-16T12:00Z,77,
2023-03-16T12:30Z,78,
2023-03-16T13:00Z,78,
2023-03-16T13:30Z,79,
2023-03-16T14:00Z,80,
2023-03-16T14:30Z,81,
2023-03-16T15:00Z,83,
2023-03-16T15:30Z,84,
2023-03-16T16:00Z,88,
2023-03-16T16:30Z,95,
2023-03-16T17:00Z,100,
2023-03-16T17:30Z,103,
2023-03-16T18:00Z,105,
2023-03-16T18:30Z,107,
2023-03-16T19:00Z,108,
2023-03-16T19:30Z,104,
2023-03-16T20:00Z,103,
2023-03-16T20:30Z,100,
2023-03-16T21:00Z,101,
2023-03-16T21:30Z,98,
2023-03-16T22:00Z,102,
2023-03-16T22:30Z,103,
2023-03-16T23:00Z,107,
2023-03-16T23:30Z,108,
2023-03-17T00:00Z,111,
2023-03-17T00:30Z,113,
2023-03-17T01:00Z,117,
2023-03-17T01:30Z,120,
2023-03-17T02:00Z,127,
2023-03-17T02:30Z,129,
2023-03-17T03:00Z,129,
2023-03-17T03:30Z,132,
2023-03-17T04:00Z,136,
2023-03-17T04:30Z,140,
2023-03-17T05:00Z,141,
2023-03-17T05:30Z,145,
2023-03-17T06:00Z,143,
2023-03-17T06:30Z,149,
2023-03-17T07:00Z,154,
2023-03-17T07:30Z,152,
2023-03-17T08:00Z,150,
2023-03-17T08:30Z,150,
2023-03-17T09:00Z,146,
2023-03-17T09:30Z,146,
2023-03-17T10:00Z,144,
