from,intensity.forecast,intensity.actual
2023-04-04T13:00Z,112,
2023-04-04T13:30Z,113,
2023-04-04T14:00Z,113,
2023-04-04T14:30Z,115,
2023-04-04T15:00Z,124,
2023-04-04T15:30Z,134,
2023-04-04T16:00Z,144,
2023-04-04T16:30Z,157,
2023-04-04T17:00Z,168,
2023-04-04T17:30Z,176,
2023-04-04T18:00Z,183,
2023-04-04T18:30Z,187,
2023-04-04T19:00Z,188,
2023-04-04T19:30Z,182,
2023-04-04T20:00Z,172,
2023-04-04T20:30Z,159,
2023-04-04T21:00Z,143,
2023-04-04T21:30Z,126,
2023-04-04T22:00Z,119,
2023-04-04T22:30Z,115,
2023-04-04T23:00Z,112,
2023-04-04T23:30Z,115,
2023-04-05T00:00Z,115,
2023-04-05T00:30Z,119,
2023-04-05T01:00Z,119,
2023-04-05T01:30Z,122,
2023-04-05T02:00Z,123,
2023-04-05T02:30Z,121,
2023-04-05T03:00Z,122,
2023-04-05T03:30Z,123,
2023-04-05T04:00Z,129,
2023-04-05T04:30Z,135,
2023-04-05T05:00Z,151,
2023-04-05T05:30Z,171,
2023-04-05T06:00Z,181,
2023-04-05T06:30Z,184,
2023-04-05T07:00Z,186,
2023-04-05T07:30Z,183,
2023-04-05T08:00Z,178,
2023-04-05T08:30Z,173,
2023-04-05T09:00Z,171,
2023-04-05T09:30Z,167,
2023-04-05T10:00Z,165,
2023-04-05T10:30Z,165,
2023-04-05T11:00Z,165,
2023-04-05T11:30Z,165,
2023-04-05T12:00Z,167,
2023-04-05T12:30Z,168,
2023-04-05T13:00Z,169,
2023-04-05T13:30Z,171,
2023-04-05T14:00Z,178,
2023-04-05T14:30Z,186,
2023-04-05T15:00Z,190,
2023-04-05T15:30Z,196,
2023-04-05T16:00Z,202,
2023-04-05T16:30Z,206,
2023-04-05T17:00Z,214,
2023-04-05T17:30Z,217,
2023-04-05T18:00Z,222,
2023-04-05T18:30Z,224,
2023-04-05T19:00Z,226,
2023-04-05T19:30Z,227,
2023-04-05T20:00Z,225,
2023-04-05T20:30Z,223,
2023-04-05T21:00Z,215,
2023-04-05T21:30Z,206,
2023-04-05T22:00Z,192,
2023-04-05T22:30Z,171,
2023-04-05T23:00Z,162,
2023-04-05T23:30Z,157,
2023-04-06T00:00Z,159,
2023-04-06T00:30Z,159,
2023-04-06T01:00Z,157,
2023-04-06T01:30Z,153,
2023-04-06T02:00Z,150,
2023-04-06T02:30Z,148,
2023-04-06T03:00Z,140,
2023-04-06T03:30Z,139,
2023-04-06T04:00Z,146,
2023-04-06T04:30Z,148,
2023-04-06T05:00Z,168,
2023-04-06T05:30Z,178,
2023-04-06T06:00Z,182,
2023-04-06T06:30Z,181,
2023-04-06T07:00Z,177,
2023-04-06T07:30Z,173,
2023-04-06T08:00Z,163,
2023-04-06T08:30Z,148,
2023-04-06T09:00Z,142,
2023-04-06T09:30Z,135,
2023-04-06T10:00Z,130,
2023-04-06T10:30Z,126,
2023-04-06T11:00Z,124,
2023-04-06T11:30Z,118,
2023-04-06T12:00Z,114,
2023-04-06T12:30Z,112,
