from,intensity.forecast,intensity.actual
2023-04-13T10:30Z,89,
2023-04-13T11:00Z,85,
2023-04-13T11:30Z,83,
2023-04-13T12:00Z,83,
2023-04-13T12:30Z,83,
2023-04-13T13:00Z,80,
2023-04-13T13:30Z,79,
2023-04-13T14:00Z,84,
2023-04-13T14:30Z,88,
2023-04-13T15:00Z,90,
2023-04-13T15:30Z,94,
2023-04-13T16:00Z,97,
2023-04-13T16:30Z,106,
2023-04-13T17:00Z,117,
2023-04-13T17:30Z,130,
2023-04-13T18:00Z,143,
2023-04-13T18:30Z,160,
2023-04-13T19:00Z,167,
2023-04-13T19:30Z,173,
2023-04-13T20:00Z,171,
2023-04-13T20:30Z,172,
2023-04-13T21:00Z,166,
2023-04-13T21:30Z,164,
2023-04-13T22:00Z,160,
2023-04-13T22:30Z,157,
2023-04-13T23:00Z,150,
2023-04-13T23:30Z,147,
2023-04-14T00:00Z,153,
2023-04-14T00:30Z,166,
2023-04-14T01:00Z,174,
2023-04-14T01:30Z,179,
2023-04-14T02:00Z,191,
2023-04-14T02:30Z,201,
2023-04-14T03:00Z,212,
2023-04-14T03:30Z,218,
2023-04-14T04:00Z,224,
2023-04-14T04:30Z,233,
2023-04-14T05:00Z,239,
2023-04-14T05:30Z,244,
2023-04-14T06:00Z,244,
2023-04-14T06:30Z,246,
2023-04-14T07:00Z,238,
2023-04-14T07:30Z,232,
2023-04-14T08:00Z,223,
2023-04-14T08:30Z,217,
2023-04-14T09:00Z,211,
2023-04-14T09:30Z,205,
2023-04-14T10:00Z,198,
2023-04-14T10:30Z,192,
2023-04-14T11:00Z,191,
2023-04-14T11:30Z,190,
2023-04-14T12:00Z,189,
2023-04-14T12:30Z,188,
2023-04-14T13:00Z,191,
2023-04-14T13:30Z,196,
2023-04-14T14:00Z,201,
2023-04-14T14:30Z,207,
2023-04-14T15:00Z,211,
2023-04-14T15:30Z,214,
2023-04-14T16:00Z,220,
2023-04-14T16:30Z,225,
2023-04-14T17:00Z,229,
2023-04-14T17:30Z,235,
2023-04-14T18:00Z,240,
2023-04-14T18:30Z,243,
2023-04-14T19:00Z,246,
2023-04-14T19:30Z,247,
2023-04-14T20:00Z,244,
2023-04-14T20:30Z,241,
2023-04-14T21:00Z,242,
2023-04-14T21:30Z,238,
2023-04-14T22:00Z,234,
2023-04-14T22:30Z,233,
2023-04-14T23:00Z,231,
2023-04-14T23:30Z,230,
2023-04-15T00:00Z,229,
2023-04-15T00:30Z,232,
2023-04-15T01:00Z,229,
2023-04-15T01:30Z,227,
2023-04-15T02:00Z,228,
2023-04-15T02:30Z,228,
2023-04-15T03:00Z,228,
2023-04-15T03:30Z,228,
2023-04-15T04:00Z,228,
2023-04-15T04:30Z,228,
2023-04-15T05:00Z,226,
2023-04-15T05:30Z,224,
2023-04-15T06:00Z,219,
2023-04-15T06:30Z,210,
2023-04-15T07:00Z,206,
2023-04-15T07:30Z,200,
2023-04-15T08:00Z,196,
2023-04-15T08:30Z,189,
2023-04-15T09:00Z,181,
2023-04-15T09:30Z,174,
2023-04-15T10:00Z,170,
