from,intensity.forecast,intensity.actual
2023-06-01T18:30Z,139,
2023-06-01T19:00Z,134,
2023-06-01T19:30Z,131,
2023-06-01T20:00Z,130,
2023-06-01T20:30Z,126,
2023-06-01T21:00Z,122,
2023-06-01T21:30Z,116,
2023-06-01T22:00Z,113,
2023-06-01T22:30Z,114,
2023-06-01T23:00Z,118,
2023-06-01T23:30Z,125,
2023-06-02T00:00Z,131,
2023-06-02T00:30Z,135,
2023-06-02T01:00Z,136,
2023-06-02T01:30Z,133,
2023-06-02T02:00Z,129,
2023-06-02T02:30Z,128,
2023-06-02T03:00Z,127,
2023-06-02T03:30Z,122,
2023-06-02T04:00Z,123,
2023-06-02T04:30Z,123,
2023-06-02T05:00Z,130,
2023-06-02T05:30Z,134,
2023-06-02T06:00Z,140,
2023-06-02T06:30Z,134,
2023-06-02T07:00Z,126,
2023-06-02T07:30Z,123,
2023-06-02T08:00Z,113,
2023-06-02T08:30Z,102,
2023-06-02T09:00Z,98,
2023-06-02T09:30Z,94,
2023-06-02T10:00Z,89,
2023-06-02T10:30Z,83,
2023-06-02T11:00Z,74,
2023-06-02T11:30Z,69,
2023-06-02T12:00Z,63,
2023-06-02T12:30Z,62,
2023-06-02T13:00Z,57,
2023-06-02T13:30Z,55,
2023-06-02T14:00Z,50,
2023-06-02T14:30Z,54,
2023-06-02T15:00Z,61,
2023-06-02T15:30Z,75,
2023-06-02T16:00Z,89,
2023-06-02T16:30Z,98,
2023-06-02T17:00Z,112,
2023-06-02T17:30Z,117,
2023-06-02T18:00Z,121,
2023-06-02T18:30Z,127,
2023-06-02T19:00Z,132,
2023-06-02T19:30Z,133,
2023-06-02T20:00Z,136,
2023-06-02T20:30Z,138,
2023-06-02T21:00Z,134,
2023-06-02T21:30Z,128,
2023-06-02T22:00Z,118,
2023-06-02T22:30Z,109,
2023-06-02T23:00Z,112,
2023-06-02T23:30Z,103,
2023-06-03T00:00Z,104,
2023-06-03T00:30Z,106,
2023-06-03T01:00Z,107,
2023-06-03T01:30Z,109,
2023-06-03T02:00Z,112,
2023-06-03T02:30Z,111,
2023-06-03T03:00Z,113,
2023-06-03T03:30Z,118,
2023-06-03T04:00Z,118,
2023-06-03T04:30Z,119,
2023-06-03T05:00Z,117,
2023-06-03T05:30Z,115,
2023-06-03T06:00Z,112,
2023-06-03T06:30Z,109,
2023-06-03T07:00Z,103,
2023-06-03T07:30Z,99,
2023-06-03T08:00Z,90,
2023-06-03T08:30Z,83,
2023-06-03T09:00Z,77,
2023-06-03T09:30Z,75,
2023-06-03T10:00Z,71,
2023-06-03T10:30Z,69,
2023-06-03T11:00Z,66,
2023-06-03T11:30Z,64,
2023-06-03T12:00Z,64,
2023-06-03T12:30Z,64,
2023-06-03T13:00Z,64,
2023-06-03T13:30Z,66,
2023-06-03T14:00Z,66,
2023-06-03T14:30Z,66,
2023-06-03T15:00Z,72,
2023-06-03T15:30Z,73,
2023-06-03T16:00Z,74,
2023-06-03T16:30Z,88,
2023-06-03T17:00Z,94,
2023-06-03T17:30Z,101,
2023-06-03T18:00Z,115,
