from,intensity.forecast,intensity.actual
2023-04-24T10:30Z,139,
2023-04-24T11:00Z,138,
2023-04-24T11:30Z,139,
2023-04-24T12:00Z,136,
2023-04-24T12:30Z,140,
2023-04-24T13:00Z,141,
2023-04-24T13:30Z,143,
2023-04-24T14:00Z,144,
2023-04-24T14:30Z,147,
2023-04-24T15:00Z,150,
2023-04-24T15:30Z,156,
2023-04-24T16:00Z,159,
2023-04-24T16:30Z,161,
2023-04-24T17:00Z,163,
2023-04-24T17:30Z,162,
2023-04-24T18:00Z,166,
2023-04-24T18:30Z,173,
2023-04-24T19:00Z,178,
2023-04-24T19:30Z,183,
2023-04-24T20:00Z,186,
2023-04-24T20:30Z,181,
2023-04-24T21:00Z,176,
2023-04-24T21:30Z,174,
2023-04-24T22:00Z,170,
2023-04-24T22:30Z,171,
2023-04-24T23:00Z,168,
2023-04-24T23:30Z,172,
2023-04-25T00:00Z,173,
2023-04-25T00:30Z,175,
2023-04-25T01:00Z,174,
2023-04-25T01:30Z,176,
2023-04-25T02:00Z,174,
2023-04-25T02:30Z,176,
2023-04-25T03:00Z,173,
2023-04-25T03:30Z,175,
2023-04-25T04:00Z,175,
2023-04-25T04:30Z,180,
2023-04-25T05:00Z,189,
2023-04-25T05:30Z,198,
2023-04-25T06:00Z,199,
2023-04-25T06:30Z,197,
2023-04-25T07:00Z,189,
2023-04-25T07:30Z,181,
2023-04-25T08:00Z,176,
2023-04-25T08:30Z,171,
2023-04-25T09:00Z,166,
2023-04-25T09:30Z,163,
2023-04-25T10:00Z,161,
2023-04-25T10:30Z,161,
2023-04-25T11:00Z,157,
2023-04-25T11:30Z,155,
2023-04-25T12:00Z,152,
2023-04-25T12:30Z,157,
2023-04-25T13:00Z,158,
2023-04-25T13:30Z,159,
2023-04-25T14:00Z,170,
2023-04-25T14:30Z,183,
2023-04-25T15:00Z,195,
2023-04-25T15:30Z,204,
2023-04-25T16:00Z,214,
2023-04-25T16:30Z,221,
2023-04-25T17:00Z,224,
2023-04-25T17:30Z,229,
2023-04-25T18:00Z,236,
2023-04-25T18:30Z,246,
2023-04-25T19:00Z,250,
2023-04-25T19:30Z,251,
2023-04-25T20:00Z,251,
2023-04-25T20:30Z,258,
2023-04-25T21:00Z,264,
2023-04-25T21:30Z,260,
2023-04-25T22:00Z,252,
2023-04-25T22:30Z,247,
2023-04-25T23:00Z,242,
2023-04-25T23:30Z,243,
2023-04-26T00:00Z,246,
2023-04-26T00:30Z,246,
2023-04-26T01:00Z,243,
2023-04-26T01:30Z,240,
2023-04-26T02:00Z,241,
2023-04-26T02:30Z,241,
2023-04-26T03:00Z,241,
2023-04-26T03:30Z,244,
2023-04-26T04:00Z,245,
2023-04-26T04:30Z,248,
2023-04-26T05:00Z,253,
2023-04-26T05:30Z,256,
2023-04-26T06:00Z,256,
2023-04-26T06:30Z,250,
2023-04-26T07:00Z,246,
2023-04-26T07:30Z,240,
2023-04-26T08:00Z,238,
2023-04-26T08:30Z,235,
2023-04-26T09:00Z,232,
2023-04-26T09:30Z,228,
2023-04-26T10:00Z,224,
