from,intensity.forecast,intensity.actual
2023-07-23T09:00Z,65,
2023-07-23T09:30Z,64,
2023-07-23T10:00Z,68,
2023-07-23T10:30Z,70,
2023-07-23T11:00Z,89,
2023-07-23T11:30Z,86,
2023-07-23T12:00Z,124,
2023-07-23T12:30Z,178,
2023-07-23T13:00Z,225,
2023-07-23T13:30Z,203,
2023-07-23T14:00Z,168,
2023-07-23T14:30Z,167,
2023-07-23T15:00Z,191,
2023-07-23T15:30Z,231,
2023-07-23T16:00Z,270,
2023-07-23T16:30Z,298,
2023-07-23T17:00Z,304,
2023-07-23T17:30Z,272,
2023-07-23T18:00Z,242,
2023-07-23T18:30Z,220,
2023-07-23T19:00Z,196,
2023-07-23T19:30Z,172,
2023-07-23T20:00Z,144,
2023-07-23T20:30Z,129,
2023-07-23T21:00Z,127,
2023-07-23T21:30Z,121,
2023-07-23T22:00Z,117,
2023-07-23T22:30Z,125,
2023-07-23T23:00Z,131,
2023-07-23T23:30Z,139,
2023-07-24T00:00Z,149,
2023-07-24T00:30Z,153,
2023-07-24T01:00Z,156,
2023-07-24T01:30Z,160,
2023-07-24T02:00Z,165,
2023-07-24T02:30Z,168,
2023-07-24T03:00Z,168,
2023-07-24T03:30Z,161,
2023-07-24T04:00Z,160,
2023-07-24T04:30Z,163,
2023-07-24T05:00Z,163,
2023-07-24T05:30Z,163,
2023-07-24T06:00Z,163,
2023-07-24T06:30Z,161,
2023-07-24T07:00Z,156,
2023-07-24T07:30Z,152,
2023-07-24T08:00Z,150,
2023-07-24T08:30Z,149,
2023-07-24T09:00Z,137,
2023-07-24T09:30Z,137,
2023-07-24T10:00Z,130,
2023-07-24T10:30Z,127,
2023-07-24T11:00Z,125,
2023-07-24T11:30Z,122,
2023-07-24T12:00Z,119,
2023-07-24T12:30Z,121,
2023-07-24T13:00Z,119,
2023-07-24T13:30Z,119,
2023-07-24T14:00Z,120,
2023-07-24T14:30Z,123,
2023-07-24T15:00Z,125,
2023-07-24T15:30Z,130,
2023-07-24T16:00Z,134,
2023-07-24T16:30Z,134,
2023-07-24T17:00Z,139,
2023-07-24T17:30Z,143,
2023-07-24T18:00Z,155,
2023-07-24T18:30Z,163,
2023-07-24T19:00Z,176,
2023-07-24T19:30Z,183,
2023-07-24T20:00Z,189,
2023-07-24T20:30Z,193,
2023-07-24T21:00Z,195,
2023-07-24T21:30Z,197,
2023-07-24T22:00Z,197,
2023-07-24T22:30Z,199,
2023-07-24T23:00Z,199,
2023-07-24T23:30Z,202,
2023-07-25T00:00Z,204,
2023-07-25T00:30Z,201,
2023-07-25T01:00Z,199,
2023-07-25T01:30Z,199,
2023-07-25T02:00Z,193,
2023-07-25T02:30Z,188,
2023-07-25T03:00Z,186,
2023-07-25T03:30Z,187,
2023-07-25T04:00Z,194,
2023-07-25T04:30Z,187,
2023-07-25T05:00Z,189,
2023-07-25T05:30Z,191,
2023-07-25T06:00Z,187,
2023-07-25T06:30Z,185,
2023-07-25T07:00Z,175,
2023-07-25T07:30Z,171,
2023-07-25T08:00Z,165,
2023-07-25T08:30Z,160,
